"","Date","Year","Round","Region","wSeed","Winner","WConf","WScore","LSeed","Loser","LConf","LScore","OT","SeD","ScD","Upset"
"1577","14-Mar-85",1985,"64","West",1,"St. John's","BE",83,16,"Southern","SWAC",59,"",-15,24,"1 over 16"
"1578","16-Mar-06",2006,"64","South",1,"Duke","ACC",70,16,"Southern","SWAC",54,"",-15,16,"1 over 16"
"1579","21-Mar-93",1993,"32","West",12,"George Washington","A10",90,13,"Southern","SWAC",80,"",-1,10,"12 over 13"
"1580","18-Mar-88",1988,"64","Southeast",2,"Kentucky","SEC",99,15,"Southern","SWAC",84,"",-13,15,"2 over 15"
"1581","18-Mar-04",2004,"64","West",8,"Alabama","SEC",65,9,"Southern Illinois","MVC",64,"",-1,1,"8 over 9"
"1582","20-Mar-03",2003,"64","Midwest",6,"Missouri","SEC",72,11,"Southern Illinois","MVC",71,"",-5,1,"6 over 11"
"1583","18-Mar-94",1994,"64","West",6,"Minnesota","B10",74,11,"Southern Illinois","MVC",60,"",-5,14,"6 over 11"
"1584","17-Mar-95",1995,"64","Midwest",7,"Syracuse","ACC",96,10,"Southern Illinois","MVC",92,"",-3,4,"7 over 10"
"1585","17-Mar-06",2006,"64","South",6,"West Virginia","B12",64,11,"Southern Illinois","MVC",46,"",-5,18,"6 over 11"
"1586","18-Mar-93",1993,"64","Midwest",3,"Duke","ACC",105,14,"Southern Illinois","MVC",70,"",-11,35,"3 over 14"
"1587","20-Mar-05",2005,"32","Midwest",2,"Oklahoma St.","B12",85,7,"Southern Illinois","MVC",77,"",-5,8,"2 over 7"
"1588","22-Mar-07",2007,"16","West",1,"Kansas","B12",61,4,"Southern Illinois","MVC",58,"",-3,3,"1 over 4"
"1589","22-Mar-02",2002,"16","East",2,"Connecticut","Amer",71,11,"Southern Illinois","MVC",59,"",-9,12,"2 over 11"
"1590","15-Mar-12",2012,"64","East",8,"Kansas St.","B12",70,9,"Southern Mississippi",NA,64,"",-1,6,"8 over 9"
"1591","15-Mar-90",1990,"64","East",4,"La Salle","A10",79,13,"Southern Mississippi",NA,63,"",-9,16,"4 over 13"
"1592","14-Mar-91",1991,"64","East",6,"North Carolina St.","ACC",114,11,"Southern Mississippi",NA,85,"",-5,29,"6 over 11"
"1593","15-Mar-01",2001,"64","East",3,"Boston College","ACC",68,14,"Southern Utah","BSky",65,"",-11,3,"3 over 14"
"1594","16-Mar-12",2012,"64","East",3,"Florida St.","ACC",66,14,"St. Bonaventure","A10",63,"",-11,3,"3 over 14"
"1595","16-Mar-00",2000,"64","Midwest",5,"Kentucky","SEC",85,12,"St. Bonaventure","A10",80,"2 OT",-7,5,"5 over 12"
"1596","14-Mar-91",1991,"64","West",2,"Arizona","P12",93,15,"St. Francis, Penn",NA,80,"",-13,13,"2 over 15"
"1597","20-Mar-99",1999,"8","South",4,"Ohio St.","B10",77,3,"St. John's","BE",74,"",1,3,"4 over 3"
"1598","15-Mar-02",2002,"64","East",8,"Wisconsin","B10",80,9,"St. John's","BE",70,"",-1,10,"8 over 9"
"1599","16-Mar-86",1986,"32","West",8,"Auburn","SEC",81,1,"St. John's","BE",65,"",7,16,"8 over 1"
"1600","17-Mar-11",2011,"64","Southeast",11,"Gonzaga","WCC",86,6,"St. John's","BE",71,"",5,15,"11 over 6"
"1601","18-Mar-00",2000,"32","West",10,"Gonzaga","WCC",82,2,"St. John's","BE",76,"",8,6,"10 over 2"
"1602","15-Mar-87",1987,"32","Midwest",3,"DePaul","BE",83,6,"St. John's","BE",75,"1 OT",-3,8,"3 over 6"
"1603","20-Mar-15",2015,"64","South",8,"San Diego St.","MWC",76,9,"St. John's","BE",64,"",-1,12,"8 over 9"
"1604","30-Mar-85",1985,"4","Final Four",1,"Georgetown","BE",77,1,"St. John's","BE",59,"",0,18,"1 over 1"
"1605","20-Mar-93",1993,"32","East",4,"Arkansas","SEC",80,5,"St. John's","BE",74,"",-1,6,"4 over 5"
"1606","24-Mar-91",1991,"8","Midwest",2,"Duke","ACC",78,4,"St. John's","BE",61,"",-2,17,"2 over 4"
"1607","13-Mar-98",1998,"64","Midwest",10,"Detroit","Horz",66,7,"St. John's","BE",64,"",3,2,"10 over 7"
"1608","17-Mar-88",1988,"64","West",6,"Florida","SEC",62,11,"St. John's","BE",59,"",-5,3,"6 over 11"
"1609","18-Mar-90",1990,"32","East",3,"Duke","ACC",76,6,"St. John's","BE",72,"",-3,4,"3 over 6"
"1610","20-Mar-92",1992,"64","Southeast",10,"Tulane","Amer",61,7,"St. John's","BE",57,"",3,4,"10 over 7"
"1611","15-Mar-91",1991,"64","Midwest",5,"Texas","B12",73,12,"St. Peter's",NA,65,"",-7,8,"5 over 12"
"1612","18-Mar-11",2011,"64","Southwest",3,"Purdue","B10",65,14,"St. Peter's",NA,43,"",-11,22,"3 over 14"
"1613","17-Mar-95",1995,"64","East",2,"Massachusetts","A10",68,15,"St. Peter's",NA,51,"",-13,17,"2 over 15"
"1614","13-Mar-99",1999,"32","West",10,"Gonzaga","WCC",82,2,"Stanford","P12",74,"",8,8,"10 over 2"
"1615","16-Mar-02",2002,"32","Midwest",1,"Kansas","B12",86,8,"Stanford","P12",63,"",-7,23,"1 over 8"
"1616","19-Mar-92",1992,"64","Southeast",5,"Alabama","SEC",80,12,"Stanford","P12",75,"",-7,5,"5 over 12"
"1617","28-Mar-08",2008,"16","South",2,"Texas","B12",82,3,"Stanford","P12",62,"",-1,20,"2 over 3"
"1618","18-Mar-05",2005,"64","South",9,"Mississippi St.","SEC",93,8,"Stanford","P12",70,"",1,23,"9 over 8"
"1619","15-Mar-07",2007,"64","South",6,"Louisville","ACC",78,11,"Stanford","P12",58,"",-5,20,"6 over 11"
"1620","22-Mar-03",2003,"32","South",5,"Connecticut","Amer",85,4,"Stanford","P12",74,"",1,11,"5 over 4"
"1621","19-Mar-00",2000,"32","South",8,"North Carolina","ACC",60,1,"Stanford","P12",53,"",7,7,"8 over 1"
"1622","24-Mar-01",2001,"8","West",3,"Maryland","B10",87,1,"Stanford","P12",73,"",2,14,"3 over 1"
"1623","20-Mar-97",1997,"16","West",2,"Utah","P12",82,6,"Stanford","P12",77,"1 OT",-4,5,"2 over 6"
"1624","16-Mar-96",1996,"32","East",1,"Massachusetts","A10",79,9,"Stanford","P12",74,"",-8,5,"1 over 9"
"1625","27-Mar-14",2014,"16","South",11,"Dayton","A10",82,10,"Stanford","P12",72,"",1,10,"11 over 10"
"1626","28-Mar-98",1998,"4","Final Four",2,"Kentucky","SEC",86,3,"Stanford","P12",85,"1 OT",-1,1,"2 over 3"
"1627","20-Mar-04",2004,"32","West",8,"Alabama","SEC",70,1,"Stanford","P12",67,"",7,3,"8 over 1"
"1628","16-Mar-89",1989,"64","East",14,"Siena","MAAC",80,3,"Stanford","P12",78,"",11,2,"14 over 3"
"1629","19-Mar-95",1995,"32","East",2,"Massachusetts","A10",75,10,"Stanford","P12",53,"",-8,22,"2 over 10"
"1630","20-Mar-16",2016,"32","East",6,"Notre Dame","ACC",76,14,"Stephen F. Austin","Slnd",75,"",-8,1,"6 over 14"
"1631","23-Mar-14",2014,"32","South",4,"UCLA","P12",77,12,"Stephen F. Austin","Slnd",60,"",-8,17,"4 over 12"
"1632","20-Mar-09",2009,"64","South",3,"Syracuse","ACC",59,14,"Stephen F. Austin","Slnd",44,"",-11,15,"3 over 14"
"1633","19-Mar-15",2015,"64","South",5,"Utah","P12",57,12,"Stephen F. Austin","Slnd",50,"",-7,7,"5 over 12"
"1634","17-Mar-16",2016,"64","East",4,"Kentucky","SEC",85,13,"Stony Brook","AE",57,"",-9,28,"4 over 13"
"1635","26-Mar-89",1989,"8","Midwest",1,"Illinois","B10",89,2,"Syracuse","ACC",86,"",-1,3,"1 over 2"
"1636","25-Mar-04",2004,"16","West",8,"Alabama","SEC",80,5,"Syracuse","ACC",71,"",3,9,"8 over 5"
"1637","1-Apr-96",1996,"Champ","Championship",1,"Kentucky","SEC",76,4,"Syracuse","ACC",67,"",-3,9,"1 over 4"
"1638","24-Mar-12",2012,"8","East",2,"Ohio St.","B10",77,1,"Syracuse","ACC",70,"",1,7,"2 over 1"
"1639","19-Mar-88",1988,"32","East",11,"Rhode Island","A10",97,3,"Syracuse","ACC",94,"",8,3,"11 over 3"
"1640","24-Mar-94",1994,"16","West",1,"Missouri","SEC",98,4,"Syracuse","ACC",88,"1 OT",-3,10,"1 over 4"
"1641","11-Mar-99",1999,"64","South",9,"Oklahoma St.","B12",69,8,"Syracuse","ACC",61,"",1,8,"9 over 8"
"1642","17-Mar-85",1985,"32","East",2,"Georgia Tech","ACC",70,7,"Syracuse","ACC",53,"",-5,17,"2 over 7"
"1643","20-Mar-11",2011,"32","East",11,"Marquette","BE",66,3,"Syracuse","ACC",62,"",8,4,"11 over 3"
"1644","18-Mar-01",2001,"32","Midwest",4,"Kansas","B12",87,5,"Syracuse","ACC",58,"",-1,29,"4 over 5"
"1645","2-Apr-16",2016,"4","Final Four",1,"North Carolina","ACC",83,10,"Syracuse","ACC",66,"",-9,17,"1 over 10"
"1646","22-Mar-92",1992,"32","East",3,"Massachusetts","A10",77,6,"Syracuse","ACC",71,"1 OT",-3,6,"3 over 6"
"1647","23-Mar-90",1990,"16","Southeast",6,"Minnesota","B10",82,2,"Syracuse","ACC",75,"",4,7,"6 over 2"
"1648","14-Mar-91",1991,"64","East",15,"Richmond","A10",73,2,"Syracuse","ACC",69,"",13,4,"15 over 2"
"1649","30-Mar-87",1987,"Champ","Championship",1,"Indiana","B10",74,2,"Syracuse","ACC",73,"",-1,1,"1 over 2"
"1650","23-Mar-00",2000,"16","Midwest",1,"Michigan St.","B10",75,4,"Syracuse","ACC",58,"",-3,17,"1 over 4"
"1651","16-Mar-86",1986,"32","East",7,"Navy","Pat",97,2,"Syracuse","ACC",85,"",5,12,"7 over 2"
"1652","6-Apr-13",2013,"4","Final Four",4,"Michigan","B10",61,4,"Syracuse","ACC",56,"",0,5,"4 over 4"
"1653","19-Mar-95",1995,"32","Midwest",2,"Arkansas","SEC",96,7,"Syracuse","ACC",94,"1 OT",-5,2,"2 over 7"
"1654","22-Mar-14",2014,"32","South",11,"Dayton","A10",55,3,"Syracuse","ACC",53,"",8,2,"11 over 3"
"1655","20-Mar-98",1998,"16","South",1,"Duke","ACC",80,5,"Syracuse","ACC",67,"",-4,13,"1 over 5"
"1656","27-Mar-09",2009,"16","South",2,"Oklahoma","B12",84,3,"Syracuse","ACC",71,"",-1,13,"2 over 3"
"1657","18-Mar-05",2005,"64","South",13,"Vermont","AE",60,4,"Syracuse","ACC",57,"1 OT",9,3,"13 over 4"
"1658","25-Mar-10",2010,"16","West",5,"Butler","BE",63,1,"Syracuse","ACC",59,"",4,4,"5 over 1"
"1659","16-Mar-06",2006,"64","South",12,"Texas A&M","SEC",66,5,"Syracuse","ACC",58,"",7,8,"12 over 5"
"1660","13-Mar-98",1998,"64","Midwest",12,"Florida St.","ACC",96,5,"TCU","B12",87,"",7,9,"12 over 5"
"1661","14-Mar-87",1987,"32","East",5,"Notre Dame","ACC",58,4,"TCU","B12",57,"",1,1,"5 over 4"
"1662","26-Mar-88",1988,"8","East",2,"Duke","ACC",63,1,"Temple","Amer",53,"",1,10,"2 over 1"
"1663","16-Mar-12",2012,"64","Midwest",12,"South Florida","Amer",58,5,"Temple","Amer",44,"",7,14,"12 over 5"
"1664","12-Mar-98",1998,"64","West",10,"West Virginia","B12",82,7,"Temple","Amer",52,"",3,30,"10 over 7"
"1665","18-Mar-16",2016,"64","South",7,"Iowa","B10",72,10,"Temple","Amer",70,"1 OT",-3,2,"7 over 10"
"1666","19-Mar-00",2000,"32","East",10,"Seton Hall","BE",67,2,"Temple","Amer",65,"1 OT",8,2,"10 over 2"
"1667","24-Mar-13",2013,"32","East",1,"Indiana","B10",58,9,"Temple","Amer",52,"",-8,6,"1 over 9"
"1668","21-Mar-99",1999,"8","East",1,"Duke","ACC",85,6,"Temple","Amer",64,"",-5,21,"1 over 6"
"1669","20-Mar-09",2009,"64","South",6,"Arizona St.","P12",66,11,"Temple","Amer",57,"",-5,9,"6 over 11"
"1670","24-Mar-91",1991,"8","East",1,"North Carolina","ACC",75,10,"Temple","Amer",72,"",-9,3,"1 over 10"
"1671","15-Mar-87",1987,"32","Midwest",10,"LSU","SEC",72,2,"Temple","Amer",62,"",8,10,"10 over 2"
"1672","17-Mar-96",1996,"32","Southeast",2,"Cincinnati","Amer",78,7,"Temple","Amer",65,"",-5,13,"2 over 7"
"1673","16-Mar-97",1997,"32","Midwest",1,"Minnesota","B10",76,9,"Temple","Amer",57,"",-8,19,"1 over 9"
"1674","15-Mar-86",1986,"32","Midwest",1,"Kansas","B12",65,9,"Temple","Amer",43,"",-8,22,"1 over 9"
"1675","20-Mar-08",2008,"64","South",5,"Michigan St.","B10",72,12,"Temple","Amer",61,"",-7,11,"5 over 12"
"1676","16-Mar-95",1995,"64","West",7,"Cincinnati","Amer",77,10,"Temple","Amer",71,"",-3,6,"7 over 10"
"1677","16-Mar-85",1985,"32","East",1,"Georgetown","BE",63,8,"Temple","Amer",46,"",-7,17,"1 over 8"
"1678","19-Mar-11",2011,"32","West",2,"San Diego St.","MWC",71,7,"Temple","Amer",64,"2 OT",-5,7,"2 over 7"
"1679","20-Mar-94",1994,"32","East",5,"Indiana","B10",67,4,"Temple","Amer",58,"",1,9,"5 over 4"
"1680","28-Mar-93",1993,"8","West",1,"Michigan","B10",77,7,"Temple","Amer",72,"",-6,5,"1 over 7"
"1681","19-Mar-10",2010,"64","East",12,"Cornell","Ivy",78,5,"Temple","Amer",65,"",7,13,"12 over 5"
"1682","20-Mar-92",1992,"64","Southeast",6,"Michigan","B10",73,11,"Temple","Amer",66,"",-5,7,"6 over 11"
"1683","25-Mar-01",2001,"8","South",1,"Michigan St.","B10",69,11,"Temple","Amer",62,"",-10,7,"1 over 11"
"1684","16-Mar-90",1990,"64","East",6,"St. John's","BE",81,11,"Temple","Amer",65,"",-5,16,"6 over 11"
"1685","18-Mar-11",2011,"64","West",8,"Michigan","B10",75,9,"Tennessee","SEC",45,"",-1,30,"8 over 9"
"1686","22-Mar-07",2007,"16","South",1,"Ohio St.","B10",85,5,"Tennessee","SEC",84,"",-4,1,"1 over 5"
"1687","20-Mar-09",2009,"64","East",8,"Oklahoma St.","B12",77,9,"Tennessee","SEC",75,"",-1,2,"8 over 9"
"1688","27-Mar-08",2008,"16","East",3,"Louisville","ACC",79,2,"Tennessee","SEC",60,"",1,19,"3 over 2"
"1689","16-Mar-89",1989,"64","East",7,"West Virginia","B12",84,10,"Tennessee","SEC",68,"",-3,16,"7 over 10"
"1690","24-Mar-00",2000,"16","South",8,"North Carolina","ACC",74,4,"Tennessee","SEC",69,"",4,5,"8 over 4"
"1691","28-Mar-10",2010,"8","Midwest",5,"Michigan St.","B10",70,6,"Tennessee","SEC",69,"",-1,1,"5 over 6"
"1692","14-Mar-99",1999,"32","East",12,"Missouri St.","MVC",81,4,"Tennessee","SEC",51,"",8,30,"12 over 4"
"1693","28-Mar-14",2014,"16","Midwest",2,"Michigan","B10",73,11,"Tennessee","SEC",71,"",-9,2,"2 over 11"
"1694","12-Mar-98",1998,"64","West",9,"Illinois St.","MVC",82,8,"Tennessee","SEC",81,"1 OT",1,1,"9 over 8"
"1695","18-Mar-06",2006,"32","East",7,"Wichita St.","MVC",80,2,"Tennessee","SEC",73,"",5,7,"7 over 2"
"1696","16-Mar-01",2001,"64","Midwest",9,"Charlotte","CUSA",70,8,"Tennessee","SEC",63,"",1,7,"9 over 8"
"1697","18-Mar-93",1993,"64","Southeast",2,"Seton Hall","BE",81,15,"Tennessee St.","OVC",59,"",-13,22,"2 over 15"
"1698","18-Mar-94",1994,"64","Southeast",3,"Kentucky","SEC",83,14,"Tennessee St.","OVC",70,"",-11,13,"3 over 14"
"1699","26-Mar-04",2004,"16","South",7,"Xavier","BE",79,3,"Texas","B12",71,"",4,8,"7 over 3"
"1700","22-Mar-14",2014,"32","Midwest",2,"Michigan","B10",79,7,"Texas","B12",65,"",-5,14,"2 over 7"
"1701","21-Mar-09",2009,"32","East",2,"Duke","ACC",74,7,"Texas","B12",69,"",-5,5,"2 over 7"
"1702","18-Mar-07",2007,"32","East",5,"USC","P12",87,4,"Texas","B12",68,"",1,19,"5 over 4"
"1703","17-Mar-91",1991,"32","Midwest",4,"St. John's","BE",84,5,"Texas","B12",76,"",-1,8,"4 over 5"
"1704","17-Mar-05",2005,"64","Midwest",9,"Nevada","MWC",61,8,"Texas","B12",57,"",1,4,"9 over 8"
"1705","19-Mar-92",1992,"64","East",9,"Iowa","B10",98,8,"Texas","B12",92,"",1,6,"9 over 8"
"1706","19-Mar-89",1989,"32","Midwest",3,"Missouri","SEC",108,11,"Texas","B12",89,"",-8,19,"3 over 11"
"1707","25-Mar-06",2006,"8","South",4,"LSU","SEC",70,2,"Texas","B12",60,"1 OT",2,10,"4 over 2"
"1708","18-Mar-16",2016,"64","West",11,"Northern Iowa","MVC",75,6,"Texas","B12",72,"",5,3,"11 over 6"
"1709","18-Mar-00",2000,"32","West",4,"LSU","SEC",72,5,"Texas","B12",67,"",-1,5,"4 over 5"
"1710","22-Mar-02",2002,"16","Midwest",2,"Oregon","P12",72,6,"Texas","B12",70,"",-4,2,"2 over 6"
"1711","18-Mar-10",2010,"64","East",9,"Wake Forest","ACC",81,8,"Texas","B12",80,"1 OT",1,1,"9 over 8"
"1712","24-Mar-90",1990,"8","Midwest",4,"Arkansas","SEC",88,10,"Texas","B12",85,"",-6,3,"4 over 10"
"1713","16-Mar-12",2012,"64","East",6,"Cincinnati","Amer",65,11,"Texas","B12",59,"",-5,6,"6 over 11"
"1714","5-Apr-03",2003,"4","Final Four",3,"Syracuse","ACC",95,1,"Texas","B12",84,"",2,11,"3 over 1"
"1715","30-Mar-08",2008,"8","South",1,"Memphis","Amer",85,2,"Texas","B12",67,"",-1,18,"1 over 2"
"1716","12-Mar-99",1999,"64","East",10,"Purdue","B10",58,7,"Texas","B12",54,"",3,4,"10 over 7"
"1717","17-Mar-96",1996,"32","Midwest",2,"Wake Forest","ACC",65,10,"Texas","B12",62,"",-8,3,"2 over 10"
"1718","21-Mar-97",1997,"16","East",6,"Louisville","ACC",78,10,"Texas","B12",63,"",-4,15,"6 over 10"
"1719","18-Mar-95",1995,"32","West",3,"Maryland","B10",82,11,"Texas","B12",68,"",-8,14,"3 over 11"
"1720","16-Mar-01",2001,"64","South",11,"Temple","Amer",79,6,"Texas","B12",65,"",5,14,"11 over 6"
"1721","19-Mar-94",1994,"32","Midwest",3,"Michigan","B10",84,6,"Texas","B12",79,"",-3,5,"3 over 6"
"1722","19-Mar-15",2015,"64","Midwest",6,"Butler","BE",56,11,"Texas","B12",48,"",-5,8,"6 over 11"
"1723","20-Mar-11",2011,"32","West",5,"Arizona","P12",70,4,"Texas","B12",69,"",1,1,"5 over 4"
"1724","21-Mar-09",2009,"32","West",1,"Connecticut","Amer",92,9,"Texas A&M","SEC",66,"",-8,26,"1 over 9"
"1725","12-Mar-87",1987,"64","Midwest",5,"Duke","ACC",58,12,"Texas A&M","SEC",51,"",-7,7,"5 over 12"
"1726","18-Mar-11",2011,"64","Southwest",10,"Florida St.","ACC",57,7,"Texas A&M","SEC",50,"",3,7,"10 over 7"
"1727","21-Mar-10",2010,"32","South",4,"Purdue","B10",63,5,"Texas A&M","SEC",61,"1 OT",-1,2,"4 over 5"
"1728","22-Mar-08",2008,"32","West",1,"UCLA","P12",53,9,"Texas A&M","SEC",49,"",-8,4,"1 over 9"
"1729","18-Mar-06",2006,"32","South",4,"LSU","SEC",58,12,"Texas A&M","SEC",57,"",-8,1,"4 over 12"
"1730","22-Mar-07",2007,"16","South",2,"Memphis","Amer",65,3,"Texas A&M","SEC",64,"",-1,1,"2 over 3"
"1731","24-Mar-16",2016,"16","West",2,"Oklahoma","B12",77,3,"Texas A&M","SEC",63,"",-1,14,"2 over 3"
"1732","16-Mar-07",2007,"64","Midwest",2,"Wisconsin","B10",76,15,"Texas A&M Corpus Christi",NA,63,"",-13,13,"2 over 15"
"1733","21-Mar-08",2008,"64","South",1,"Memphis","Amer",87,16,"Texas Arlington",NA,63,"",-15,24,"1 over 16"
"1734","16-Mar-90",1990,"64","Midwest",3,"Georgetown","BE",70,14,"Texas Southern","SWAC",52,"",-11,18,"3 over 14"
"1735","18-Mar-94",1994,"64","Southeast",2,"Duke","ACC",82,15,"Texas Southern","SWAC",70,"",-13,12,"2 over 15"
"1736","19-Mar-15",2015,"64","West",2,"Arizona","P12",93,15,"Texas Southern","SWAC",72,"",-13,21,"2 over 15"
"1737","18-Mar-03",2003,"Play-in","South",16,"UNC Asheville","BSth",92,16,"Texas Southern","SWAC",84,"1 OT",0,8,"16 over 16"
"1738","17-Mar-17",2017,"64","South",1,"North Carolina","ACC",103,16,"Texas Southern","SWAC",64,"",-15,39,"1 over 16"
"1739","19-Mar-14",2014,"Play-in","Midwest",16,"Cal Poly","BW",81,16,"Texas Southern","SWAC",69,"",0,12,"16 over 16"
"1740","17-Mar-95",1995,"64","Midwest",2,"Arkansas","SEC",79,15,"Texas Southern","SWAC",78,"",-13,1,"2 over 15"
"1741","14-Mar-97",1997,"64","Midwest",1,"Minnesota","B10",78,16,"Texas St.","SB",46,"",-15,32,"1 over 16"
"1742","17-Mar-94",1994,"64","Midwest",2,"Massachusetts","A10",78,15,"Texas St.","SB",60,"",-13,18,"2 over 15"
"1743","18-Mar-93",1993,"64","East",5,"St. John's","BE",85,12,"Texas Tech","B12",67,"",-7,18,"5 over 12"
"1744","15-Mar-85",1985,"64","Midwest",11,"Boston College","ACC",55,6,"Texas Tech","B12",53,"",5,2,"11 over 6"
"1745","13-Mar-86",1986,"64","Midwest",4,"Georgetown","BE",70,13,"Texas Tech","B12",64,"",-9,6,"4 over 13"
"1746","15-Mar-02",2002,"64","East",11,"Southern Illinois","MVC",76,6,"Texas Tech","B12",68,"",5,8,"11 over 6"
"1747","15-Mar-07",2007,"64","East",7,"Boston College","ACC",84,10,"Texas Tech","B12",75,"",-3,9,"7 over 10"
"1748","20-Mar-04",2004,"32","East",1,"Saint Joseph's","A10",70,8,"Texas Tech","B12",65,"",-7,5,"1 over 8"
"1749","17-Mar-16",2016,"64","Midwest",9,"Butler","BE",71,8,"Texas Tech","B12",61,"",1,10,"9 over 8"
"1750","24-Mar-05",2005,"16","West",7,"West Virginia","B12",65,6,"Texas Tech","B12",60,"",1,5,"7 over 6"
"1751","21-Mar-96",1996,"16","East",2,"Georgetown","BE",98,3,"Texas Tech","B12",90,"",-1,8,"2 over 3"
"1752","15-Mar-91",1991,"64","Midwest",1,"Ohio St.","B10",97,16,"Towson","CAA",86,"",-15,11,"1 over 16"
"1753","15-Mar-90",1990,"64","Midwest",1,"Oklahoma","B12",77,16,"Towson","CAA",68,"",-15,9,"1 over 16"
"1754","17-Mar-17",2017,"64","East",2,"Duke","ACC",87,15,"Troy","SB",65,"",-13,22,"2 over 15"
"1755","21-Mar-03",2003,"64","South",3,"Xavier","BE",71,14,"Troy","SB",59,"",-11,12,"3 over 14"
"1756","22-Mar-92",1992,"32","Southeast",2,"Oklahoma St.","B12",87,10,"Tulane","Amer",71,"",-8,16,"2 over 10"
"1757","20-Mar-93",1993,"32","Southeast",3,"Florida St.","ACC",94,11,"Tulane","Amer",63,"",-8,31,"3 over 11"
"1758","18-Mar-95",1995,"32","Southeast",1,"Kentucky","SEC",82,9,"Tulane","Amer",60,"",-8,22,"1 over 9"
"1759","21-Mar-14",2014,"64","South",4,"UCLA","P12",76,13,"Tulsa","Amer",59,"",-9,17,"4 over 13"
"1760","16-Mar-16",2016,"Play-in","East",11,"Michigan","B10",67,11,"Tulsa","Amer",62,"",0,5,"11 over 11"
"1761","15-Mar-85",1985,"64","West",11,"UTEP","CUSA",79,6,"Tulsa","Amer",75,"",5,4,"11 over 6"
"1762","22-Mar-03",2003,"32","Midwest",5,"Wisconsin","B10",61,13,"Tulsa","Amer",60,"",-8,1,"5 over 13"
"1763","13-Mar-87",1987,"64","West",6,"Oklahoma","B12",74,11,"Tulsa","Amer",69,"",-5,5,"6 over 11"
"1764","16-Mar-97",1997,"32","Midwest",4,"Clemson","ACC",65,5,"Tulsa","Amer",59,"",-1,6,"4 over 5"
"1765","25-Mar-94",1994,"16","Midwest",1,"Arkansas","SEC",103,12,"Tulsa","Amer",84,"",-11,19,"1 over 12"
"1766","15-Mar-96",1996,"64","Midwest",6,"Louisville","ACC",82,11,"Tulsa","Amer",80,"1 OT",-5,2,"6 over 11"
"1767","16-Mar-02",2002,"32","East",4,"Kentucky","SEC",87,12,"Tulsa","Amer",82,"",-8,5,"4 over 12"
"1768","24-Mar-95",1995,"16","East",2,"Massachusetts","A10",76,6,"Tulsa","Amer",51,"",-4,25,"2 over 6"
"1769","14-Mar-99",1999,"32","East",1,"Duke","ACC",97,9,"Tulsa","Amer",56,"",-8,41,"1 over 9"
"1770","26-Mar-00",2000,"8","South",8,"North Carolina","ACC",59,7,"Tulsa","Amer",55,"",1,4,"8 over 7"
"1771","14-Mar-86",1986,"64","East",7,"Navy","Pat",87,10,"Tulsa","Amer",68,"",-3,19,"7 over 10"
"1772","17-Mar-94",1994,"64","East",10,"George Washington","A10",51,7,"UAB","CUSA",46,"",3,5,"10 over 7"
"1773","17-Mar-85",1985,"32","Midwest",2,"Memphis","Amer",67,7,"UAB","CUSA",66,"1 OT",-5,1,"2 over 7"
"1774","16-Mar-90",1990,"64","East",7,"UCLA","P12",68,10,"UAB","CUSA",56,"",-3,12,"7 over 10"
"1775","15-Mar-86",1986,"32","West",3,"North Carolina","ACC",77,6,"UAB","CUSA",59,"",-3,18,"3 over 6"
"1776","21-Mar-15",2015,"32","South",11,"UCLA","P12",92,14,"UAB","CUSA",75,"",-3,17,"11 over 14"
"1777","12-Mar-87",1987,"64","Southeast",6,"Providence","BE",90,11,"UAB","CUSA",68,"",-5,22,"6 over 11"
"1778","19-Mar-05",2005,"32","Midwest",3,"Arizona","P12",85,11,"UAB","CUSA",63,"",-8,22,"3 over 11"
"1779","15-Mar-11",2011,"Play-in","East",12,"Clemson","ACC",70,12,"UAB","CUSA",52,"",0,18,"12 over 12"
"1780","26-Mar-04",2004,"16","Midwest",4,"Kansas","B12",100,9,"UAB","CUSA",74,"",-5,26,"4 over 9"
"1781","11-Mar-99",1999,"64","West",5,"Iowa","B10",77,12,"UAB","CUSA",64,"",-7,13,"5 over 12"
"1782","17-Mar-06",2006,"64","East",8,"Kentucky","SEC",69,9,"UAB","CUSA",64,"",-1,5,"8 over 9"
"1783","17-Mar-17",2017,"64","Midwest",1,"Kansas","B12",100,16,"UC Davis","BW",62,"",-15,38,"1 over 16"
"1784","20-Mar-15",2015,"64","East",4,"Louisville","ACC",57,13,"UC Irvine","BW",55,"",-9,2,"4 over 13"
"1785","17-Mar-11",2011,"64","Southeast",2,"Florida","SEC",79,15,"UC Santa Barbara","BW",51,"",-13,28,"2 over 15"
"1786","19-Mar-10",2010,"64","Midwest",2,"Ohio St.","B10",68,15,"UC Santa Barbara","BW",51,"",-13,17,"2 over 15"
"1787","17-Mar-90",1990,"32","Southeast",1,"Michigan St.","B10",62,9,"UC Santa Barbara","BW",58,"",-8,4,"1 over 9"
"1788","18-Mar-88",1988,"64","Southeast",7,"Maryland","B10",92,10,"UC Santa Barbara","BW",82,"",-3,10,"7 over 10"
"1789","14-Mar-02",2002,"64","West",3,"Arizona","P12",86,14,"UC Santa Barbara","BW",81,"",-11,5,"3 over 14"
"1790","18-Mar-05",2005,"64","East",2,"Connecticut","Amer",77,15,"UCF","Amer",71,"",-13,6,"2 over 15"
"1791","19-Mar-04",2004,"64","East",3,"Pittsburgh","ACC",53,14,"UCF","Amer",44,"",-11,9,"3 over 14"
