Date,Year,Round,Region,wSeed,Winner,WScore,LSeed,Loser,LScore,OT
22-Mar-08,2008,32,West,3,Xavier,85,6,Purdue,78,
26-Mar-00,2000,8,East,5,Florida,77,3,Oklahoma St.,65,
23-Mar-08,2008,32,East,1,North Carolina,108,9,Arkansas,77,
23-Mar-08,2008,32,East,2,Tennessee,76,7,Butler,71,1 OT
23-Mar-08,2008,32,East,3,Louisville,78,6,Oklahoma,48,
24-Mar-01,2001,8,West,3,Maryland,87,1,Stanford,73,
23-Mar-08,2008,32,Midwest,12,Villanova,84,13,Siena,72,
23-Mar-08,2008,32,South,1,Memphis,77,8,Mississippi St.,74,
23-Mar-08,2008,32,South,2,Texas,75,7,Miami FL,72,
23-Mar-08,2008,32,West,12,Western Kentucky,72,13,San Diego,63,
27-Mar-08,2008,16,East,1,North Carolina,68,4,Washington St.,47,
29-Mar-03,2003,8,Midwest,3,Marquette,83,1,Kentucky,69,
27-Mar-08,2008,16,West,1,UCLA,88,12,Western Kentucky,78,
27-Mar-08,2008,16,West,3,Xavier,79,7,West Virginia,75,1 OT
28-Mar-08,2008,16,Midwest,1,Kansas,72,12,Villanova,57,
30-Mar-03,2003,8,East,3,Syracuse,63,1,Oklahoma,47,
28-Mar-08,2008,16,South,1,Memphis,92,5,Michigan St.,74,
28-Mar-08,2008,16,South,2,Texas,82,3,Stanford,62,
29-Mar-08,2008,8,East,1,North Carolina,83,3,Louisville,73,
29-Mar-08,2008,8,West,1,UCLA,76,3,Xavier,57,
30-Mar-08,2008,8,Midwest,1,Kansas,59,10,Davidson,57,
30-Mar-08,2008,8,South,1,Memphis,85,2,Texas,67,
5-Apr-08,2008,4,Final Four,1,Kansas,84,1,North Carolina,66,
5-Apr-08,2008,4,Final Four,1,Memphis,78,1,UCLA,63,
7-Apr-08,2008,Champ,Championship,1,Kansas,75,1,Memphis,68,1 OT
17-Mar-09,2009,Play-in,Midwest,16,Morehead St.,58,16,Alabama St.,43,
19-Mar-09,2009,64,East,2,Duke,86,15,Binghamton,62,
19-Mar-09,2009,64,East,3,Villanova,80,14,American,67,
19-Mar-09,2009,64,East,6,UCLA,65,11,VCU,64,
19-Mar-09,2009,64,East,7,Texas,76,10,Minnesota,62,
19-Mar-09,2009,64,South,1,North Carolina,101,16,Radford,58,
19-Mar-09,2009,64,South,2,Oklahoma,82,15,Morgan St.,54,
19-Mar-09,2009,64,South,4,Gonzaga,77,13,Akron,64,
19-Mar-09,2009,64,South,8,LSU,75,9,Butler,71,
5-Apr-03,2003,4,Final Four,3,Syracuse,95,1,Texas,84,
25-Mar-06,2006,8,South,4,LSU,70,2,Texas,60,1 OT
19-Mar-09,2009,64,West,1,Connecticut,103,16,Chattanooga,47,
19-Mar-09,2009,64,West,2,Memphis,81,15,Cal St. Northridge,70,
19-Mar-09,2009,64,West,4,Washington,71,13,Mississippi St.,58,
19-Mar-09,2009,64,West,5,Purdue,61,12,Northern Iowa,56,
26-Mar-06,2006,8,Midwest,3,Florida,75,1,Villanova,62,
28-Mar-09,2009,8,East,3,Villanova,78,1,Pittsburgh,76,
20-Mar-09,2009,64,East,1,Pittsburgh,72,16,East Tennessee St.,62,
20-Mar-09,2009,64,East,4,Xavier,77,13,Portland St.,59,
20-Mar-09,2009,64,East,8,Oklahoma St.,77,9,Tennessee,75,
27-Mar-11,2011,8,East,4,Kentucky,76,2,North Carolina,69,
20-Mar-09,2009,64,Midwest,1,Louisville,74,16,Morehead St.,54,
20-Mar-09,2009,64,Midwest,2,Michigan St.,77,15,Robert Morris,62,
20-Mar-09,2009,64,Midwest,3,Kansas,84,14,North Dakota St.,74,
25-Mar-17,2017,8,Midwest,3,Oregon,74,1,Kansas,60,
14-Mar-85,1985,64,Midwest,9,Illinois St.,58,8,USC,55,
14-Mar-85,1985,64,West,9,Arkansas,63,8,Iowa,54,
16-Mar-85,1985,32,Midwest,5,Louisiana Tech,79,4,Ohio St.,67,
23-Mar-85,1985,8,Midwest,2,Memphis,63,1,Oklahoma,61,
20-Mar-09,2009,64,South,3,Syracuse,59,14,Stephen F. Austin,44,
20-Mar-09,2009,64,South,6,Arizona St.,66,11,Temple,57,
20-Mar-09,2009,64,West,3,Missouri,78,14,Cornell,59,
20-Mar-09,2009,64,West,6,Marquette,58,11,Utah St.,57,
21-Mar-09,2009,32,East,2,Duke,74,7,Texas,69,
21-Mar-09,2009,32,East,3,Villanova,89,6,UCLA,69,
21-Mar-09,2009,32,South,1,North Carolina,84,8,LSU,70,
21-Mar-09,2009,32,South,2,Oklahoma,73,10,Michigan,63,
21-Mar-09,2009,32,South,4,Gonzaga,83,12,Western Kentucky,81,
21-Mar-09,2009,32,West,1,Connecticut,92,9,Texas A&M,66,
21-Mar-09,2009,32,West,2,Memphis,89,10,Maryland,70,
13-Mar-86,1986,64,Midwest,9,Temple,61,8,Jacksonville,50,1 OT
22-Mar-09,2009,32,East,1,Pittsburgh,84,8,Oklahoma St.,76,
22-Mar-09,2009,32,East,4,Xavier,60,12,Wisconsin,49,
22-Mar-09,2009,32,Midwest,1,Louisville,79,9,Siena,72,
22-Mar-09,2009,32,Midwest,2,Michigan St.,74,10,USC,69,
22-Mar-09,2009,32,Midwest,3,Kansas,60,11,Dayton,43,
22-Mar-09,2009,32,Midwest,12,Arizona,71,13,Cleveland St.,57,
22-Mar-09,2009,32,South,3,Syracuse,78,6,Arizona St.,67,
22-Mar-09,2009,32,West,3,Missouri,83,6,Marquette,79,
26-Mar-09,2009,16,East,1,Pittsburgh,60,4,Xavier,55,
15-Mar-86,1986,32,Midwest,5,Michigan St.,80,4,Georgetown,68,
26-Mar-09,2009,16,West,1,Connecticut,72,5,Purdue,60,
16-Mar-86,1986,32,Southeast,5,Alabama,58,4,Illinois,56,
27-Mar-09,2009,16,Midwest,1,Louisville,103,12,Arizona,64,
27-Mar-09,2009,16,Midwest,2,Michigan St.,67,3,Kansas,62,
27-Mar-09,2009,16,South,1,North Carolina,98,4,Gonzaga,77,
27-Mar-09,2009,16,South,2,Oklahoma,84,3,Syracuse,71,
31-Mar-86,1986,Champ,Championship,2,Louisville,72,1,Duke,69,
28-Mar-09,2009,8,West,1,Connecticut,82,3,Missouri,75,
12-Mar-87,1987,64,East,9,Michigan,97,8,Navy,82,
29-Mar-09,2009,8,South,1,North Carolina,72,2,Oklahoma,60,
4-Apr-09,2009,4,Final Four,1,North Carolina,83,3,Villanova,69,
12-Mar-87,1987,64,West,9,Kansas St.,82,8,Georgia,79,1 OT
6-Apr-09,2009,Champ,Championship,1,North Carolina,89,2,Michigan St.,72,
16-Mar-10,2010,Play-in,South,16,Arkansas Pine Bluff,61,16,Winthrop,44,
18-Mar-10,2010,64,East,1,Kentucky,100,16,East Tennessee St.,71,
18-Mar-10,2010,64,East,3,New Mexico,62,14,Montana,57,
13-Mar-87,1987,64,Southeast,9,Ohio St.,91,8,Kentucky,77,
14-Mar-87,1987,32,East,5,Notre Dame,58,4,TCU,57,
18-Mar-10,2010,64,Midwest,1,Kansas,90,16,Lehigh,74,
18-Mar-10,2010,64,Midwest,6,Tennessee,62,11,San Diego St.,59,
21-Mar-87,1987,8,East,2,Syracuse,79,1,North Carolina,75,
17-Mar-88,1988,64,Midwest,9,Memphis,75,8,Baylor,60,
18-Mar-10,2010,64,South,2,Villanova,73,15,Robert Morris,70,1 OT
18-Mar-10,2010,64,South,3,Baylor,68,14,Sam Houston St.,59,
19-Mar-88,1988,32,Southeast,5,Louisville,97,4,BYU,76,
20-Mar-88,1988,32,West,5,Iowa,104,4,UNLV,86,
18-Mar-10,2010,64,West,2,Kansas St.,82,15,North Texas,62,
18-Mar-10,2010,64,West,5,Butler,77,12,UTEP,59,
18-Mar-10,2010,64,West,7,BYU,99,10,Florida,92,2 OT
26-Mar-88,1988,8,East,2,Duke,63,1,Temple,53,
19-Mar-10,2010,64,East,2,West Virginia,77,15,Morgan St.,50,
19-Mar-10,2010,64,East,4,Wisconsin,53,13,Wofford,49,
16-Mar-89,1989,64,Midwest,9,Ball St.,68,8,Pittsburgh,64,
16-Mar-89,1989,64,Southeast,9,Louisiana Tech,83,8,La Salle,74,
19-Mar-10,2010,64,Midwest,2,Ohio St.,68,15,UC Santa Barbara,51,
19-Mar-10,2010,64,Midwest,4,Maryland,89,13,Houston,77,
19-Mar-10,2010,64,Midwest,5,Michigan St.,70,12,New Mexico St.,67,
16-Mar-89,1989,64,West,9,Clemson,83,8,Saint Mary's,70,
19-Mar-10,2010,64,South,1,Duke,73,16,Arkansas Pine Bluff,44,
19-Mar-10,2010,64,South,4,Purdue,72,13,Siena,64,
19-Mar-10,2010,64,South,5,Texas A&M,69,12,Utah St.,53,
19-Mar-10,2010,64,South,8,California,77,9,Louisville,62,
19-Mar-10,2010,64,West,1,Syracuse,79,16,Vermont,56,
19-Mar-10,2010,64,West,3,Pittsburgh,89,14,Oakland,66,
19-Mar-10,2010,64,West,6,Xavier,65,11,Minnesota,54,
19-Mar-10,2010,64,West,8,Gonzaga,67,9,Florida St.,60,
20-Mar-10,2010,32,East,1,Kentucky,90,9,Wake Forest,60,
17-Mar-89,1989,64,East,9,Notre Dame,81,8,Vanderbilt,65,
20-Mar-10,2010,32,Midwest,6,Tennessee,83,14,Ohio,68,
19-Mar-89,1989,32,East,5,North Carolina St.,102,4,Iowa,96,2 OT
20-Mar-10,2010,32,South,3,Baylor,76,11,Old Dominion,68,
23-Mar-89,1989,16,Southeast,3,Michigan,92,2,North Carolina,87,
20-Mar-10,2010,32,West,2,Kansas St.,84,7,BYU,72,
20-Mar-10,2010,32,West,5,Butler,54,13,Murray St.,52,
21-Mar-10,2010,32,East,2,West Virginia,68,10,Missouri,59,
23-Mar-89,1989,16,West,3,Seton Hall,78,2,Indiana,65,
21-Mar-10,2010,32,Midwest,2,Ohio St.,75,10,Georgia Tech,66,
26-Mar-89,1989,8,East,2,Duke,85,1,Georgetown,77,
21-Mar-10,2010,32,South,1,Duke,68,8,California,53,
21-Mar-10,2010,32,South,4,Purdue,63,5,Texas A&M,61,1 OT
21-Mar-10,2010,32,West,1,Syracuse,87,8,Gonzaga,65,
1-Apr-89,1989,4,Final Four,3,Seton Hall,95,2,Duke,78,
25-Mar-10,2010,16,East,1,Kentucky,62,12,Cornell,45,
25-Mar-10,2010,16,East,2,West Virginia,69,11,Washington,56,
25-Mar-10,2010,16,West,2,Kansas St.,101,6,Xavier,96,2 OT
15-Mar-90,1990,64,East,9,California,65,8,Indiana,63,
26-Mar-10,2010,16,Midwest,5,Michigan St.,59,9,Northern Iowa,52,
15-Mar-90,1990,64,Southeast,9,UC Santa Barbara,70,8,Houston,66,
26-Mar-10,2010,16,South,1,Duke,70,4,Purdue,57,
26-Mar-10,2010,16,South,3,Baylor,72,10,Saint Mary's,49,
17-Mar-90,1990,32,East,5,Clemson,79,4,La Salle,75,
15-Mar-91,1991,64,East,9,Villanova,50,8,Princeton,48,
28-Mar-10,2010,8,Midwest,5,Michigan St.,70,6,Tennessee,69,
28-Mar-10,2010,8,South,1,Duke,78,3,Baylor,71,
3-Apr-10,2010,4,Final Four,1,Duke,78,2,West Virginia,57,
3-Apr-10,2010,4,Final Four,5,Butler,52,5,Michigan St.,50,
5-Apr-10,2010,Champ,Championship,1,Duke,61,5,Butler,59,
15-Mar-11,2011,Play-in,East,12,Clemson,70,12,UAB,52,
15-Mar-11,2011,Play-in,Southeast,16,UNC Asheville,81,16,Arkansas Little Rock,77,1 OT
16-Mar-11,2011,Play-in,East,16,UTSA,70,16,Alabama St.,61,
16-Mar-11,2011,Play-in,Southwest,11,VCU,59,11,USC,46,
17-Mar-11,2011,64,East,4,Kentucky,59,13,Princeton,57,
17-Mar-11,2011,64,East,5,West Virginia,84,12,Clemson,76,
17-Mar-11,2011,64,Southeast,1,Pittsburgh,74,16,UNC Asheville,51,
17-Mar-11,2011,64,Southeast,2,Florida,79,15,UC Santa Barbara,51,
17-Mar-11,2011,64,Southeast,3,BYU,74,14,Wofford,66,
17-Mar-11,2011,64,Southeast,4,Wisconsin,72,13,Belmont,58,
17-Mar-11,2011,64,Southeast,5,Kansas St.,73,12,Utah St.,68,
17-Mar-11,2011,64,Southeast,7,UCLA,78,10,Michigan St.,76,
17-Mar-11,2011,64,Southeast,8,Butler,60,9,Old Dominion,58,
21-Mar-91,1991,16,Southeast,3,Kansas,83,2,Indiana,65,
21-Mar-91,1991,16,West,3,Seton Hall,81,2,Arizona,77,
30-Mar-91,1991,4,Final Four,2,Duke,79,1,UNLV,77,
17-Mar-11,2011,64,West,2,San Diego St.,68,15,Northern Colorado,50,
17-Mar-11,2011,64,West,3,Connecticut,81,14,Bucknell,52,
17-Mar-11,2011,64,West,6,Cincinnati,78,11,Missouri,63,
17-Mar-11,2011,64,West,7,Temple,66,10,Penn St.,64,
18-Mar-11,2011,64,East,1,Ohio St.,75,16,UTSA,46,
18-Mar-11,2011,64,East,2,North Carolina,102,15,Long Island Brooklyn,87,
18-Mar-11,2011,64,East,3,Syracuse,77,14,Indiana St.,60,
18-Mar-11,2011,64,East,7,Washington,68,10,Georgia,65,
18-Mar-11,2011,64,East,8,George Mason,61,9,Villanova,57,
19-Mar-92,1992,64,East,9,Iowa,98,8,Texas,92,
18-Mar-11,2011,64,Southwest,1,Kansas,72,16,Boston University,53,
18-Mar-11,2011,64,Southwest,2,Notre Dame,69,15,Akron,56,
18-Mar-11,2011,64,Southwest,3,Purdue,65,14,St. Peter's,43,
19-Mar-92,1992,64,Southeast,9,Connecticut,86,8,Nebraska,65,
20-Mar-92,1992,64,Midwest,9,UTEP,55,8,Evansville,50,
28-Mar-92,1992,8,West,2,Indiana,106,1,UCLA,79,
18-Mar-11,2011,64,West,1,Duke,87,16,Hampton,45,
18-Mar-11,2011,64,West,4,Texas,85,13,Oakland,81,
18-Mar-11,2011,64,West,5,Arizona,77,12,Memphis,75,
18-Mar-11,2011,64,West,8,Michigan,75,9,Tennessee,45,
19-Mar-11,2011,32,East,4,Kentucky,71,5,West Virginia,63,
19-Mar-11,2011,32,Southeast,2,Florida,73,7,UCLA,65,
19-Mar-11,2011,32,Southeast,3,BYU,89,11,Gonzaga,67,
19-Mar-11,2011,32,Southeast,4,Wisconsin,70,5,Kansas St.,65,
19-Mar-93,1993,64,Midwest,9,Xavier,73,8,New Orleans,55,
19-Mar-11,2011,32,Southwest,12,Richmond,65,13,Morehead St.,48,
19-Mar-11,2011,32,West,2,San Diego St.,71,7,Temple,64,2 OT
19-Mar-11,2011,32,West,3,Connecticut,69,6,Cincinnati,58,
20-Mar-11,2011,32,East,1,Ohio St.,98,8,George Mason,66,
20-Mar-11,2011,32,East,2,North Carolina,86,7,Washington,83,
19-Mar-93,1993,64,West,9,UCLA,81,8,Iowa St.,70,
20-Mar-11,2011,32,Southwest,1,Kansas,73,9,Illinois,59,
21-Mar-93,1993,32,Southeast,5,Wake Forest,84,4,Iowa,78,
27-Mar-93,1993,8,Midwest,2,Kansas,83,1,Indiana,77,
20-Mar-11,2011,32,West,1,Duke,73,8,Michigan,71,
17-Mar-94,1994,64,Southeast,9,Alabama,76,8,Providence,70,
24-Mar-11,2011,16,Southeast,2,Florida,83,3,BYU,74,1 OT
17-Mar-94,1994,64,West,9,Wisconsin,80,8,Cincinnati,72,
18-Mar-94,1994,64,East,9,Boston College,67,8,Washington St.,64,
18-Mar-94,1994,64,Midwest,9,Georgetown,84,8,Illinois,77,
25-Mar-11,2011,16,East,2,North Carolina,81,11,Marquette,63,
20-Mar-94,1994,32,East,5,Indiana,67,4,Temple,58,
25-Mar-11,2011,16,Southwest,1,Kansas,77,12,Richmond,57,
25-Mar-94,1994,16,East,3,Florida,69,2,Connecticut,60,1 OT
26-Mar-94,1994,8,Southeast,2,Duke,69,1,Purdue,60,
26-Mar-11,2011,8,West,3,Connecticut,65,5,Arizona,63,
26-Mar-94,1994,8,West,2,Arizona,92,1,Missouri,72,
16-Mar-95,1995,64,East,9,Saint Louis,64,8,Minnesota,61,1 OT
2-Apr-11,2011,4,Final Four,3,Connecticut,56,4,Kentucky,55,
2-Apr-11,2011,4,Final Four,8,Butler,70,11,VCU,62,
4-Apr-11,2011,Champ,Championship,3,Connecticut,53,8,Butler,41,
13-Mar-12,2012,Play-in,South,16,Western Kentucky,59,16,Mississippi Valley,58,
13-Mar-12,2012,Play-in,West,14,BYU,78,14,Iona,72,
14-Mar-12,2012,Play-in,Midwest,12,South Florida,65,12,California,54,
14-Mar-12,2012,Play-in,Midwest,16,Vermont,71,16,Lamar,59,
15-Mar-12,2012,64,East,1,Syracuse,72,16,UNC Asheville,65,
15-Mar-12,2012,64,East,2,Ohio St.,78,15,"Loyola, Maryland",59,
15-Mar-12,2012,64,East,4,Wisconsin,73,13,Montana,49,
15-Mar-12,2012,64,East,5,Vanderbilt,79,12,Harvard,70,
15-Mar-12,2012,64,East,7,Gonzaga,77,10,West Virginia,54,
15-Mar-12,2012,64,East,8,Kansas St.,70,9,Southern Mississippi,64,
15-Mar-12,2012,64,South,1,Kentucky,81,16,Western Kentucky,66,
15-Mar-12,2012,64,South,3,Baylor,68,14,South Dakota St.,60,
15-Mar-12,2012,64,South,4,Indiana,79,13,New Mexico St.,66,
15-Mar-12,2012,64,South,8,Iowa St.,77,9,Connecticut,64,
16-Mar-95,1995,64,Southeast,9,Tulane,76,8,BYU,70,
19-Mar-95,1995,32,West,5,Mississippi St.,78,4,Utah,64,
15-Mar-12,2012,64,West,3,Marquette,88,14,BYU,68,
15-Mar-12,2012,64,West,4,Louisville,69,13,Davidson,62,
15-Mar-12,2012,64,West,5,New Mexico,75,12,Long Beach St.,68,
15-Mar-12,2012,64,West,6,Murray St.,58,11,Colorado St.,41,
16-Mar-12,2012,64,East,3,Florida St.,66,14,St. Bonaventure,63,
16-Mar-12,2012,64,East,6,Cincinnati,65,11,Texas,59,
16-Mar-12,2012,64,Midwest,1,North Carolina,77,16,Vermont,58,
16-Mar-12,2012,64,Midwest,2,Kansas,65,15,Detroit,50,
16-Mar-12,2012,64,Midwest,3,Georgetown,74,14,Belmont,59,
16-Mar-12,2012,64,Midwest,8,Creighton,58,9,Alabama,57,
25-Mar-95,1995,8,Southeast,2,North Carolina,74,1,Kentucky,61,
14-Mar-96,1996,64,East,9,Stanford,66,8,Bradley,58,
14-Mar-96,1996,64,Midwest,9,Virginia Tech,61,8,Green Bay,48,
14-Mar-96,1996,64,Southeast,9,Eastern Michigan,75,8,Duke,60,
13-Mar-97,1997,64,East,9,Colorado,80,8,Indiana,62,
14-Mar-97,1997,64,Midwest,9,Temple,62,8,Mississippi,40,
16-Mar-12,2012,64,West,1,Michigan St.,89,16,Long Island Brooklyn,67,
16-Mar-12,2012,64,West,7,Florida,71,10,Virginia,45,
15-Mar-97,1997,32,East,5,California,75,4,Villanova,68,
12-Mar-98,1998,64,West,9,Illinois St.,82,8,Tennessee,81,1 OT
17-Mar-12,2012,32,East,1,Syracuse,75,8,Kansas St.,59,
17-Mar-12,2012,32,East,2,Ohio St.,73,7,Gonzaga,66,
17-Mar-12,2012,32,East,4,Wisconsin,60,5,Vanderbilt,57,
17-Mar-12,2012,32,South,1,Kentucky,87,8,Iowa St.,71,
17-Mar-12,2012,32,South,3,Baylor,80,11,Colorado,63,
17-Mar-12,2012,32,South,4,Indiana,63,12,VCU,61,
17-Mar-12,2012,32,West,3,Marquette,62,6,Murray St.,53,
17-Mar-12,2012,32,West,4,Louisville,59,5,New Mexico,56,
15-Mar-98,1998,32,Midwest,13,Valparaiso,83,12,Florida St.,77,1 OT
18-Mar-12,2012,32,Midwest,1,North Carolina,87,8,Creighton,73,
18-Mar-12,2012,32,Midwest,2,Kansas,63,10,Purdue,60,
15-Mar-98,1998,32,South,5,Syracuse,56,4,New Mexico,46,
20-Mar-98,1998,16,Midwest,3,Stanford,67,2,Purdue,59,
18-Mar-12,2012,32,South,10,Xavier,70,15,Lehigh,58,
18-Mar-12,2012,32,West,1,Michigan St.,65,9,Saint Louis,61,
18-Mar-12,2012,32,West,7,Florida,84,15,Norfolk St.,50,
22-Mar-12,2012,16,East,1,Syracuse,64,4,Wisconsin,63,
22-Mar-12,2012,16,East,2,Ohio St.,81,6,Cincinnati,66,
22-Mar-98,1998,8,South,2,Kentucky,86,1,Duke,84,
11-Mar-99,1999,64,South,9,Oklahoma St.,69,8,Syracuse,61,
23-Mar-12,2012,16,Midwest,1,North Carolina,73,13,Ohio,65,1 OT
23-Mar-12,2012,16,Midwest,2,Kansas,60,11,North Carolina St.,57,
23-Mar-12,2012,16,South,1,Kentucky,102,4,Indiana,90,
23-Mar-12,2012,16,South,3,Baylor,75,10,Xavier,70,
11-Mar-99,1999,64,West,9,New Mexico,61,8,Missouri,59,
24-Mar-12,2012,8,West,4,Louisville,72,7,Florida,68,
12-Mar-99,1999,64,East,9,Tulsa,62,8,Charleston Southern,53,
25-Mar-12,2012,8,South,1,Kentucky,82,3,Baylor,70,
31-Mar-12,2012,4,Final Four,1,Kentucky,69,4,Louisville,61,
31-Mar-12,2012,4,Final Four,2,Kansas,64,2,Ohio St.,62,
2-Apr-12,2012,Champ,Championship,1,Kentucky,67,2,Kansas,59,
19-Mar-13,2013,Play-in,Midwest,11,Saint Mary's,67,11,Middle Tennessee,54,
19-Mar-13,2013,Play-in,Midwest,16,North Carolina A&T,73,16,Liberty,72,
20-Mar-13,2013,Play-in,East,16,James Madison,68,16,Long Island Brooklyn,55,
20-Mar-13,2013,Play-in,West,13,La Salle,80,13,Boise St.,71,
21-Mar-13,2013,64,East,3,Marquette,59,14,Davidson,58,
21-Mar-13,2013,64,East,4,Syracuse,81,13,Montana,34,
21-Mar-13,2013,64,East,6,Butler,68,11,Bucknell,56,
12-Mar-99,1999,64,Midwest,9,Mississippi,72,8,Villanova,70,
21-Mar-13,2013,64,Midwest,1,Louisville,79,16,North Carolina A&T,48,
21-Mar-13,2013,64,Midwest,3,Michigan St.,65,14,Valparaiso,54,
21-Mar-13,2013,64,Midwest,4,Saint Louis,64,13,New Mexico St.,44,
21-Mar-13,2013,64,Midwest,6,Memphis,54,11,Saint Mary's,52,
21-Mar-13,2013,64,Midwest,8,Colorado St.,84,9,Missouri,72,
13-Mar-99,1999,32,West,5,Iowa,82,4,Arkansas,72,
21-Mar-13,2013,64,South,4,Michigan,71,13,South Dakota St.,56,
21-Mar-13,2013,64,South,5,VCU,88,12,Akron,42,
21-Mar-13,2013,64,West,1,Gonzaga,64,16,Southern,58,
21-Mar-13,2013,64,West,6,Arizona,81,11,Belmont,64,
18-Mar-99,1999,16,South,3,St. John's,76,2,Maryland,62,
20-Mar-99,1999,8,South,4,Ohio St.,77,3,St. John's,74,
22-Mar-13,2013,64,East,1,Indiana,83,16,James Madison,62,
22-Mar-13,2013,64,East,2,Miami FL,78,15,Pacific,49,
22-Mar-13,2013,64,East,7,Illinois,57,10,Colorado,49,
19-Mar-00,2000,32,East,5,Florida,93,4,Illinois,76,
22-Mar-13,2013,64,Midwest,2,Duke,73,15,Albany,61,
22-Mar-13,2013,64,Midwest,7,Creighton,67,10,Cincinnati,63,
22-Mar-13,2013,64,South,1,Kansas,64,16,Western Kentucky,57,
22-Mar-13,2013,64,South,3,Florida,79,14,Northwestern St.,47,
22-Mar-13,2013,64,South,7,San Diego St.,70,10,Oklahoma,55,
22-Mar-13,2013,64,South,8,North Carolina,78,9,Villanova,71,
24-Mar-00,2000,16,South,7,Tulsa,80,6,Miami FL,71,
26-Mar-00,2000,8,South,8,North Carolina,59,7,Tulsa,55,
22-Mar-13,2013,64,West,2,Ohio St.,95,15,Iona,70,
15-Mar-01,2001,64,East,9,Missouri,70,8,Georgia,68,
15-Mar-01,2001,64,West,9,Saint Joseph's,66,8,Georgia Tech,62,
16-Mar-01,2001,64,Midwest,9,Charlotte,70,8,Tennessee,63,
23-Mar-13,2013,32,East,3,Marquette,74,6,Butler,72,
23-Mar-13,2013,32,East,4,Syracuse,66,12,California,60,
23-Mar-13,2013,32,Midwest,1,Louisville,82,8,Colorado St.,56,
23-Mar-13,2013,32,Midwest,3,Michigan St.,70,6,Memphis,48,
16-Mar-01,2001,64,South,9,Fresno St.,82,8,California,70,
23-Mar-13,2013,32,South,4,Michigan,78,5,VCU,53,
23-Mar-13,2013,32,West,6,Arizona,74,14,Harvard,51,
25-Mar-01,2001,8,Midwest,2,Arizona,87,1,Illinois,81,
24-Mar-13,2013,32,East,1,Indiana,58,9,Temple,52,
24-Mar-13,2013,32,East,2,Miami FL,63,7,Illinois,59,
24-Mar-13,2013,32,Midwest,2,Duke,66,7,Creighton,50,
24-Mar-13,2013,32,South,1,Kansas,70,8,North Carolina,58,
24-Mar-13,2013,32,South,3,Florida,78,11,Minnesota,64,
31-Mar-01,2001,4,Final Four,2,Arizona,80,1,Michigan St.,61,
24-Mar-13,2013,32,West,2,Ohio St.,78,10,Iowa St.,75,
20-Mar-03,2003,64,West,9,Gonzaga,74,8,Cincinnati,69,
21-Mar-03,2003,64,Midwest,9,Utah,60,8,Oregon,58,
21-Mar-03,2003,64,South,9,Purdue,80,8,LSU,56,
28-Mar-13,2013,16,West,2,Ohio St.,73,6,Arizona,70,
28-Mar-13,2013,16,West,9,Wichita St.,72,13,La Salle,58,
29-Mar-13,2013,16,Midwest,1,Louisville,77,12,Oregon,69,
29-Mar-13,2013,16,Midwest,2,Duke,71,3,Michigan St.,61,
29-Mar-13,2013,16,South,3,Florida,62,15,Florida Gulf Coast,50,
22-Mar-03,2003,32,South,5,Connecticut,85,4,Stanford,74,
22-Mar-03,2003,32,West,5,Notre Dame,68,4,Illinois,60,
27-Mar-03,2003,16,Midwest,3,Marquette,77,2,Pittsburgh,74,
31-Mar-13,2013,8,Midwest,1,Louisville,85,2,Duke,63,
28-Mar-03,2003,16,South,7,Michigan St.,60,6,Maryland,58,
6-Apr-13,2013,4,Final Four,1,Louisville,72,9,Wichita St.,68,
6-Apr-13,2013,4,Final Four,4,Michigan,61,4,Syracuse,56,
8-Apr-13,2013,Champ,,1,Louisville,82,4,Michigan,76,
18-Mar-14,2014,Play-in,Midwest,12,North Carolina St.,74,12,Xavier,59,
18-Mar-14,2014,Play-in,South,16,Albany,71,16,Mount St. Mary's,64,
19-Mar-14,2014,Play-in,Midwest,11,Tennessee,78,11,Iowa,65,1 OT
19-Mar-14,2014,Play-in,Midwest,16,Cal Poly,81,16,Texas Southern,69,
20-Mar-14,2014,64,East,2,Villanova,73,15,Milwaukee,53,
20-Mar-14,2014,64,East,4,Michigan St.,93,13,Delaware,78,
20-Mar-14,2014,64,East,7,Connecticut,89,10,Saint Joseph's,81,1 OT
29-Mar-03,2003,8,West,2,Kansas,78,1,Arizona,75,
20-Mar-14,2014,64,Midwest,2,Michigan,57,15,Wofford,40,
20-Mar-14,2014,64,Midwest,4,Louisville,71,13,Manhattan,64,
20-Mar-14,2014,64,Midwest,5,Saint Louis,83,12,North Carolina St.,80,1 OT
20-Mar-14,2014,64,Midwest,7,Texas,87,10,Arizona St.,85,
20-Mar-14,2014,64,South,1,Florida,67,16,Albany,55,
20-Mar-14,2014,64,South,3,Syracuse,77,14,Western Michigan,53,
7-Apr-03,2003,Champ,Championship,3,Syracuse,81,2,Kansas,78,
19-Mar-04,2004,64,Midwest,9,UAB,102,8,Washington,100,
20-Mar-14,2014,64,West,2,Wisconsin,75,15,American,35,
20-Mar-14,2014,64,West,4,San Diego St.,73,13,New Mexico St.,69,1 OT
20-Mar-14,2014,64,West,7,Oregon,87,10,BYU,68,
20-Mar-04,2004,32,West,5,Syracuse,72,4,Maryland,70,
21-Mar-14,2014,64,East,1,Virginia,70,16,Coastal Carolina,59,
21-Mar-14,2014,64,East,3,Iowa St.,93,14,North Carolina Central,75,
21-Mar-14,2014,64,East,6,North Carolina,79,11,Providence,77,
