Index,Date,Year,Round,Region,wSeed,Winner,WConf,WScore,LSeed,Loser,LConf,LScore,OT
893,11-Mar-99,1999,64,South,9,Oklahoma St.,B12,69,8,Syracuse,ACC,61,
894,11-Mar-99,1999,64,West,5,Iowa,B10,77,12,UAB,CUSA,64,
895,11-Mar-99,1999,64,South,12,Detroit,Horz,56,5,UCLA,P12,53,
896,11-Mar-99,1999,64,West,1,Connecticut,Amer,91,16,UTSA,CUSA,66,
897,11-Mar-99,1999,64,South,2,Maryland,B10,82,15,Valparaiso,Horz,60,
898,11-Mar-99,1999,64,South,1,Auburn,SEC,80,16,Winthrop,BSth,41,
899,12-Mar-99,1999,64,Midwest,13,Oklahoma,B12,61,4,Arizona,P12,60,
900,12-Mar-99,1999,64,Midwest,2,Utah,P12,80,15,Arkansas St.,SB,58,
901,12-Mar-99,1999,64,East,9,Tulsa,Amer,62,8,Charleston Southern,BSth,53,
902,12-Mar-99,1999,64,East,4,Tennessee,SEC,62,13,Delaware,CAA,52,
903,12-Mar-99,1999,64,Midwest,6,Kansas,B12,95,11,Evansville,MVC,74,
904,12-Mar-99,1999,64,East,1,Duke,ACC,99,16,Florida A&M,MEAC,58,
905,12-Mar-99,1999,64,East,3,Cincinnati,Amer,72,14,George Mason,A10,48,
906,12-Mar-99,1999,64,East,6,Temple,Amer,61,11,Kent St.,MAC,54,
907,12-Mar-99,1999,64,East,2,Miami FL,ACC,75,15,Lafayette,Pat,54,
908,12-Mar-99,1999,64,Midwest,1,Michigan St.,B10,76,16,Mount St. Mary's,NEC,53,
909,12-Mar-99,1999,64,Midwest,3,Kentucky,SEC,82,14,New Mexico St.,WAC,60,
910,12-Mar-99,1999,64,Midwest,5,Charlotte,CUSA,81,12,Rhode Island,A10,70,1 OT
911,12-Mar-99,1999,64,East,10,Purdue,B10,58,7,Texas,B12,54,
912,12-Mar-99,1999,64,Midwest,9,Mississippi,SEC,72,8,Villanova,BE,70,
913,12-Mar-99,1999,64,Midwest,10,Miami OH,MAC,59,7,Washington,P12,58,
914,12-Mar-99,1999,64,East,12,Missouri St.,MVC,43,5,Wisconsin,B10,32,
915,13-Mar-99,1999,32,West,5,Iowa,B10,82,4,Arkansas,SEC,72,
916,13-Mar-99,1999,32,South,2,Maryland,B10,75,10,Creighton,BE,63,
917,13-Mar-99,1999,32,South,4,Ohio St.,B10,75,12,Detroit,Horz,44,
918,13-Mar-99,1999,32,South,3,St. John's,BE,86,6,Indiana,B10,61,
919,13-Mar-99,1999,32,West,1,Connecticut,Amer,78,9,New Mexico,MWC,56,
920,13-Mar-99,1999,32,South,1,Auburn,SEC,81,9,Oklahoma St.,B12,74,
921,13-Mar-99,1999,32,West,10,Gonzaga,WCC,82,2,Stanford,P12,74,
922,13-Mar-99,1999,32,West,6,Florida,SEC,82,14,Weber St.,BSky,74,1 OT
923,14-Mar-99,1999,32,Midwest,13,Oklahoma,B12,85,5,Charlotte,CUSA,72,
924,14-Mar-99,1999,32,East,6,Temple,Amer,64,3,Cincinnati,Amer,54,
925,14-Mar-99,1999,32,Midwest,3,Kentucky,SEC,92,6,Kansas,B12,88,1 OT
926,14-Mar-99,1999,32,East,10,Purdue,B10,73,2,Miami FL,ACC,63,
927,14-Mar-99,1999,32,Midwest,1,Michigan St.,B10,74,9,Mississippi,SEC,66,
928,14-Mar-99,1999,32,East,12,Missouri St.,MVC,81,4,Tennessee,SEC,51,
929,14-Mar-99,1999,32,East,1,Duke,ACC,97,9,Tulsa,Amer,56,
930,14-Mar-99,1999,32,Midwest,10,Miami OH,MAC,66,2,Utah,P12,58,
931,18-Mar-99,1999,16,South,4,Ohio St.,B10,72,1,Auburn,SEC,64,
932,18-Mar-99,1999,16,West,10,Gonzaga,WCC,73,6,Florida,SEC,72,
933,18-Mar-99,1999,16,West,1,Connecticut,Amer,78,5,Iowa,B10,68,
934,18-Mar-99,1999,16,South,3,St. John's,BE,76,2,Maryland,B10,62,
935,19-Mar-99,1999,16,Midwest,3,Kentucky,SEC,58,10,Miami OH,MAC,43,
936,19-Mar-99,1999,16,East,1,Duke,ACC,78,12,Missouri St.,MVC,61,
937,19-Mar-99,1999,16,Midwest,1,Michigan St.,B10,54,13,Oklahoma,B12,46,
938,19-Mar-99,1999,16,East,6,Temple,Amer,77,10,Purdue,B10,55,
939,20-Mar-99,1999,8,West,1,Connecticut,Amer,67,10,Gonzaga,WCC,62,
940,20-Mar-99,1999,8,South,4,Ohio St.,B10,77,3,St. John's,BE,74,
941,21-Mar-99,1999,8,Midwest,1,Michigan St.,B10,73,3,Kentucky,SEC,66,
942,21-Mar-99,1999,8,East,1,Duke,ACC,85,6,Temple,Amer,64,
943,27-Mar-99,1999,4,Final Four,1,Duke,ACC,68,1,Michigan St.,B10,62,
944,27-Mar-99,1999,4,Final Four,1,Connecticut,Amer,64,4,Ohio St.,B10,58,
945,29-Mar-99,1999,Champ,Championship,1,Connecticut,Amer,77,1,Duke,ACC,74,
946,16-Mar-00,2000,64,Midwest,6,UCLA,P12,65,11,Ball St.,MAC,57,
947,16-Mar-00,2000,64,Midwest,2,Iowa St.,B12,88,15,Central Connecticut,NEC,78,
948,16-Mar-00,2000,64,Midwest,7,Auburn,SEC,72,10,Creighton,BE,69,
949,16-Mar-00,2000,64,West,6,Purdue,B10,62,11,Dayton,A10,61,
950,16-Mar-00,2000,64,West,8,Wisconsin,B10,66,9,Fresno St.,MWC,56,
951,16-Mar-00,2000,64,West,5,Texas,B12,77,12,Indiana St.,MVC,61,
952,16-Mar-00,2000,64,Midwest,3,Maryland,B10,74,14,Iona,MAAC,59,
953,16-Mar-00,2000,64,West,1,Arizona,P12,71,16,Jackson St.,SWAC,47,
954,16-Mar-00,2000,64,West,10,Gonzaga,WCC,77,7,Louisville,ACC,66,
955,16-Mar-00,2000,64,West,2,St. John's,BE,61,15,Northern Arizona,BSky,56,
956,16-Mar-00,2000,64,Midwest,8,Utah,P12,48,9,Saint Louis,A10,45,
957,16-Mar-00,2000,64,Midwest,4,Syracuse,ACC,79,13,Samford,SC,65,
958,16-Mar-00,2000,64,West,4,LSU,SEC,64,13,Southeast Missouri St.,OVC,61,
959,16-Mar-00,2000,64,Midwest,5,Kentucky,SEC,85,12,St. Bonaventure,A10,80,2 OT
960,16-Mar-00,2000,64,Midwest,1,Michigan St.,B10,65,16,Valparaiso,Horz,38,
961,16-Mar-00,2000,64,West,3,Oklahoma,B12,74,14,Winthrop,BSth,60,
962,17-Mar-00,2000,64,South,3,Ohio St.,B10,87,14,Appalachian St.,SB,61,
963,17-Mar-00,2000,64,South,6,Miami FL,ACC,75,11,Arkansas,SEC,71,
964,17-Mar-00,2000,64,East,5,Florida,SEC,69,12,Butler,BE,68,1 OT
965,17-Mar-00,2000,64,East,8,Kansas,B12,81,9,DePaul,BE,77,1 OT
966,17-Mar-00,2000,64,East,3,Oklahoma St.,B12,86,14,Hofstra,CAA,66,
967,17-Mar-00,2000,64,East,11,Pepperdine,WCC,77,6,Indiana,B10,57,
968,17-Mar-00,2000,64,East,2,Temple,Amer,73,15,Lafayette,Pat,47,
969,17-Mar-00,2000,64,East,1,Duke,ACC,82,16,Lamar,Slnd,55,
970,17-Mar-00,2000,64,South,4,Tennessee,SEC,63,13,Louisiana Lafayette,SB,58,
971,17-Mar-00,2000,64,South,8,North Carolina,ACC,84,9,Missouri,SEC,70,
972,17-Mar-00,2000,64,East,10,Seton Hall,BE,72,7,Oregon,P12,71,1 OT
973,17-Mar-00,2000,64,East,4,Illinois,B10,68,13,Penn,Ivy,58,
974,17-Mar-00,2000,64,South,1,Stanford,P12,84,16,South Carolina St.,MEAC,65,
975,17-Mar-00,2000,64,South,2,Cincinnati,Amer,64,15,UNC Wilmington,CAA,47,
976,17-Mar-00,2000,64,South,7,Tulsa,Amer,89,10,UNLV,MWC,62,
977,17-Mar-00,2000,64,South,5,Connecticut,Amer,75,12,Utah St.,MWC,67,
978,18-Mar-00,2000,32,West,8,Wisconsin,B10,66,1,Arizona,P12,59,
979,18-Mar-00,2000,32,Midwest,2,Iowa St.,B12,79,7,Auburn,SEC,60,
980,18-Mar-00,2000,32,Midwest,4,Syracuse,ACC,52,5,Kentucky,SEC,50,
981,18-Mar-00,2000,32,Midwest,6,UCLA,P12,105,3,Maryland,B10,70,
982,18-Mar-00,2000,32,West,6,Purdue,B10,66,3,Oklahoma,B12,62,
983,18-Mar-00,2000,32,West,10,Gonzaga,WCC,82,2,St. John's,BE,76,
984,18-Mar-00,2000,32,West,4,LSU,SEC,72,5,Texas,B12,67,
985,18-Mar-00,2000,32,Midwest,1,Michigan St.,B10,73,8,Utah,P12,61,
986,19-Mar-00,2000,32,South,7,Tulsa,Amer,69,2,Cincinnati,Amer,61,
987,19-Mar-00,2000,32,South,4,Tennessee,SEC,65,5,Connecticut,Amer,51,
988,19-Mar-00,2000,32,East,5,Florida,SEC,93,4,Illinois,B10,76,
989,19-Mar-00,2000,32,East,1,Duke,ACC,69,8,Kansas,B12,64,
990,19-Mar-00,2000,32,South,6,Miami FL,ACC,75,3,Ohio St.,B10,62,
991,19-Mar-00,2000,32,East,3,Oklahoma St.,B12,75,11,Pepperdine,WCC,67,
992,19-Mar-00,2000,32,South,8,North Carolina,ACC,60,1,Stanford,P12,53,
993,19-Mar-00,2000,32,East,10,Seton Hall,BE,67,2,Temple,Amer,65,1 OT
994,23-Mar-00,2000,16,West,6,Purdue,B10,75,10,Gonzaga,WCC,66,
995,23-Mar-00,2000,16,West,8,Wisconsin,B10,61,4,LSU,SEC,48,
996,23-Mar-00,2000,16,Midwest,1,Michigan St.,B10,75,4,Syracuse,ACC,58,
997,23-Mar-00,2000,16,Midwest,2,Iowa St.,B12,80,6,UCLA,P12,56,
998,24-Mar-00,2000,16,East,5,Florida,SEC,87,1,Duke,ACC,78,
999,24-Mar-00,2000,16,South,7,Tulsa,Amer,80,6,Miami FL,ACC,71,
1000,24-Mar-00,2000,16,East,3,Oklahoma St.,B12,68,10,Seton Hall,BE,66,
1001,24-Mar-00,2000,16,South,8,North Carolina,ACC,74,4,Tennessee,SEC,69,
1002,25-Mar-00,2000,8,Midwest,1,Michigan St.,B10,75,2,Iowa St.,B12,64,
1003,25-Mar-00,2000,8,West,8,Wisconsin,B10,64,6,Purdue,B10,60,
1004,26-Mar-00,2000,8,East,5,Florida,SEC,77,3,Oklahoma St.,B12,65,
1005,26-Mar-00,2000,8,South,8,North Carolina,ACC,59,7,Tulsa,Amer,55,
1006,1-Apr-00,2000,4,Final Four,5,Florida,SEC,71,8,North Carolina,ACC,59,
1007,1-Apr-00,2000,4,Final Four,1,Michigan St.,B10,53,8,Wisconsin,B10,41,
1008,3-Apr-00,2000,Champ,Championship,1,Michigan St.,B10,89,5,Florida,SEC,76,
1009,13-Mar-01,2001,Play-in,Midwest,16,Northwestern St.,Slnd,71,16,Winthrop,BSth,67,
1010,15-Mar-01,2001,64,West,10,Georgetown,BE,63,7,Arkansas,SEC,61,
1011,15-Mar-01,2001,64,West,5,Cincinnati,Amer,84,12,BYU,WCC,59,
1012,15-Mar-01,2001,64,East,7,Iowa,B10,69,10,Creighton,BE,56,
1013,15-Mar-01,2001,64,West,3,Maryland,B10,83,14,George Mason,A10,80,
1014,15-Mar-01,2001,64,East,9,Missouri,SEC,70,8,Georgia,SEC,68,
1015,15-Mar-01,2001,64,West,9,Saint Joseph's,A10,66,8,Georgia Tech,ACC,62,
1016,15-Mar-01,2001,64,East,4,UCLA,P12,61,13,Hofstra,CAA,48,
1017,15-Mar-01,2001,64,East,2,Kentucky,SEC,72,15,Holy Cross,Pat,68,
1018,15-Mar-01,2001,64,West,13,Kent St.,MAC,77,4,Indiana,B10,73,
1019,15-Mar-01,2001,64,West,15,Hampton,MEAC,58,2,Iowa St.,B12,57,
1020,15-Mar-01,2001,64,East,1,Duke,ACC,95,16,Monmouth,MAAC,52,
1021,15-Mar-01,2001,64,West,1,Stanford,P12,89,16,North Carolina Greensboro,NA,60,
1022,15-Mar-01,2001,64,East,12,Utah St.,MWC,77,5,Ohio St.,B10,68,1 OT
1023,15-Mar-01,2001,64,East,6,USC,P12,69,11,Oklahoma St.,B12,54,
1024,15-Mar-01,2001,64,East,3,Boston College,ACC,68,14,Southern Utah,BSky,65,
1025,15-Mar-01,2001,64,West,11,Georgia St.,SB,50,6,Wisconsin,B10,49,1 OT
1026,16-Mar-01,2001,64,South,1,Michigan St.,B10,69,16,Alabama St.,SWAC,35,
1027,16-Mar-01,2001,64,Midwest,4,Kansas,B12,99,13,Cal St. Northridge,BW,75,
1028,16-Mar-01,2001,64,South,9,Fresno St.,MWC,82,8,California,P12,70,
1029,16-Mar-01,2001,64,Midwest,2,Arizona,P12,101,15,Eastern Illinois,OVC,76,
1030,16-Mar-01,2001,64,Midwest,5,Syracuse,ACC,79,12,Hawaii,BW,69,
1031,16-Mar-01,2001,64,Midwest,3,Mississippi,SEC,72,14,Iona,MAAC,70,
1032,16-Mar-01,2001,64,Midwest,1,Illinois,B10,96,16,Northwestern St.,Slnd,54,
1033,16-Mar-01,2001,64,South,13,Indiana St.,MVC,70,4,Oklahoma,B12,68,1 OT
1034,16-Mar-01,2001,64,South,2,North Carolina,ACC,70,15,Princeton,Ivy,48,
1035,16-Mar-01,2001,64,South,7,Penn St.,B10,69,10,Providence,BE,59,
1036,16-Mar-01,2001,64,Midwest,9,Charlotte,CUSA,70,8,Tennessee,SEC,63,
1037,16-Mar-01,2001,64,South,11,Temple,Amer,79,6,Texas,B12,65,
1038,16-Mar-01,2001,64,South,12,Gonzaga,WCC,86,5,Virginia,ACC,85,
1039,16-Mar-01,2001,64,Midwest,10,Butler,BE,79,7,Wake Forest,ACC,63,
1040,16-Mar-01,2001,64,South,3,Florida,SEC,69,14,Western Kentucky,CUSA,56,
1041,16-Mar-01,2001,64,Midwest,6,Notre Dame,ACC,83,11,Xavier,BE,71,
1042,17-Mar-01,2001,32,East,6,USC,P12,74,3,Boston College,ACC,71,
1043,17-Mar-01,2001,32,West,3,Maryland,B10,79,11,Georgia St.,SB,60,
1044,17-Mar-01,2001,32,West,10,Georgetown,BE,76,15,Hampton,MEAC,57,
1045,17-Mar-01,2001,32,East,2,Kentucky,SEC,92,7,Iowa,B10,79,
1046,17-Mar-01,2001,32,West,5,Cincinnati,Amer,66,13,Kent St.,MAC,43,
1047,17-Mar-01,2001,32,East,1,Duke,ACC,94,9,Missouri,SEC,81,
1048,17-Mar-01,2001,32,West,1,Stanford,P12,90,9,Saint Joseph's,A10,83,
1049,17-Mar-01,2001,32,East,4,UCLA,P12,75,12,Utah St.,MWC,70,
1050,18-Mar-01,2001,32,Midwest,2,Arizona,P12,73,10,Butler,BE,52,
1051,18-Mar-01,2001,32,Midwest,1,Illinois,B10,79,9,Charlotte,CUSA,61,
1052,18-Mar-01,2001,32,South,11,Temple,Amer,75,3,Florida,SEC,54,
1053,18-Mar-01,2001,32,South,1,Michigan St.,B10,81,9,Fresno St.,MWC,65,
1054,18-Mar-01,2001,32,South,12,Gonzaga,WCC,85,13,Indiana St.,MVC,68,
1055,18-Mar-01,2001,32,South,7,Penn St.,B10,82,2,North Carolina,ACC,74,
1056,18-Mar-01,2001,32,Midwest,3,Mississippi,SEC,59,6,Notre Dame,ACC,56,
1057,18-Mar-01,2001,32,Midwest,4,Kansas,B12,87,5,Syracuse,ACC,58,
1058,22-Mar-01,2001,16,West,1,Stanford,P12,78,5,Cincinnati,Amer,65,
1059,22-Mar-01,2001,16,West,3,Maryland,B10,76,10,Georgetown,BE,66,
1060,22-Mar-01,2001,16,East,6,USC,P12,80,2,Kentucky,SEC,76,
1061,22-Mar-01,2001,16,East,1,Duke,ACC,76,4,UCLA,P12,63,
1062,23-Mar-01,2001,16,South,1,Michigan St.,B10,77,12,Gonzaga,WCC,62,
1063,23-Mar-01,2001,16,Midwest,1,Illinois,B10,80,4,Kansas,B12,64,
1064,23-Mar-01,2001,16,Midwest,2,Arizona,P12,66,3,Mississippi,SEC,56,
1065,23-Mar-01,2001,16,South,11,Temple,Amer,84,7,Penn St.,B10,72,
1066,24-Mar-01,2001,8,West,3,Maryland,B10,87,1,Stanford,P12,73,
1067,24-Mar-01,2001,8,East,1,Duke,ACC,79,6,USC,P12,69,
1068,25-Mar-01,2001,8,Midwest,2,Arizona,P12,87,1,Illinois,B10,81,
1069,25-Mar-01,2001,8,South,1,Michigan St.,B10,69,11,Temple,Amer,62,
1070,31-Mar-01,2001,4,Final Four,1,Duke,ACC,95,3,Maryland,B10,84,
1071,31-Mar-01,2001,4,Final Four,2,Arizona,P12,80,1,Michigan St.,B10,61,
1072,2-Apr-01,2001,Champ,Championship,1,Duke,ACC,82,2,Arizona,P12,72,
1073,12-Mar-02,2002,Play-in,East,16,Siena,MAAC,81,16,Alcorn St.,SWAC,77,
1074,14-Mar-02,2002,64,South,8,Notre Dame,ACC,82,9,Charlotte,CUSA,63,
1075,14-Mar-02,2002,64,West,4,Ohio St.,B10,69,13,Davidson,A10,64,
1076,14-Mar-02,2002,64,South,2,Alabama,SEC,86,15,Florida Atlantic,CUSA,78,
1077,14-Mar-02,2002,64,West,11,Wyoming,MWC,73,6,Gonzaga,WCC,66,
1078,14-Mar-02,2002,64,Midwest,1,Kansas,B12,70,16,Holy Cross,Pat,59,
1079,14-Mar-02,2002,64,East,12,Tulsa,Amer,71,5,Marquette,BE,69,
1080,14-Mar-02,2002,64,West,12,Missouri,SEC,93,5,Miami FL,ACC,80,
1081,14-Mar-02,2002,64,Midwest,2,Oregon,P12,81,15,Montana,BSky,62,
1082,14-Mar-02,2002,64,South,10,Kent St.,MAC,69,7,Oklahoma St.,B12,61,
1083,14-Mar-02,2002,64,Midwest,7,Wake Forest,ACC,83,10,Pepperdine,WCC,74,
1084,14-Mar-02,2002,64,West,3,Arizona,P12,86,14,UC Santa Barbara,BW,81,
1085,14-Mar-02,2002,64,South,13,UNC Wilmington,CAA,93,4,USC,P12,89,1 OT
1086,14-Mar-02,2002,64,South,5,Indiana,B10,75,12,Utah,P12,56,
1087,14-Mar-02,2002,64,East,4,Kentucky,SEC,83,13,Valparaiso,Horz,68,
1088,14-Mar-02,2002,64,Midwest,8,Stanford,P12,84,9,Western Kentucky,CUSA,68,
1089,14-Mar-02,2002,64,South,1,Duke,ACC,84,16,Winthrop,BSth,37,
1090,15-Mar-02,2002,64,Midwest,6,Texas,B12,70,11,Boston College,ACC,57,
1091,15-Mar-02,2002,64,West,1,Cincinnati,Amer,90,16,Boston University,Pat,52,
1092,15-Mar-02,2002,64,South,3,Pittsburgh,ACC,71,14,Central Connecticut,NEC,54,
1093,15-Mar-02,2002,64,Midwest,12,Creighton,BE,83,5,Florida,SEC,82,2 OT
1094,15-Mar-02,2002,64,East,2,Connecticut,Amer,78,15,Hampton,MEAC,67,
1095,15-Mar-02,2002,64,West,7,Xavier,BE,70,10,Hawaii,BW,58,
1096,15-Mar-02,2002,64,West,2,Oklahoma,B12,71,15,Illinois Chicago,Horz,63,
1097,15-Mar-02,2002,64,Midwest,3,Mississippi St.,SEC,70,14,McNeese St.,Slnd,58,
1098,15-Mar-02,2002,64,East,7,North Carolina St.,ACC,69,10,Michigan St.,B10,58,
1099,15-Mar-02,2002,64,West,8,UCLA,P12,80,9,Mississippi,SEC,58,
1100,15-Mar-02,2002,64,East,3,Georgia,SEC,85,14,Murray St.,OVC,68,
1101,15-Mar-02,2002,64,South,6,California,P12,82,11,Penn,Ivy,75,
1102,15-Mar-02,2002,64,Midwest,4,Illinois,B10,93,13,San Diego St.,MWC,64,
1103,15-Mar-02,2002,64,East,1,Maryland,B10,85,16,Siena,MAAC,70,
1104,15-Mar-02,2002,64,East,8,Wisconsin,B10,80,9,St. John's,BE,70,
1105,15-Mar-02,2002,64,East,11,Southern Illinois,MVC,76,6,Texas Tech,B12,68,
1106,16-Mar-02,2002,32,South,10,Kent St.,MAC,71,2,Alabama,SEC,58,
1107,16-Mar-02,2002,32,South,1,Duke,ACC,84,8,Notre Dame,ACC,77,
1108,16-Mar-02,2002,32,West,12,Missouri,SEC,83,4,Ohio St.,B10,67,
1109,16-Mar-02,2002,32,Midwest,1,Kansas,B12,86,8,Stanford,P12,63,
1110,16-Mar-02,2002,32,East,4,Kentucky,SEC,87,12,Tulsa,Amer,82,
1111,16-Mar-02,2002,32,South,5,Indiana,B10,76,13,UNC Wilmington,CAA,67,
1112,16-Mar-02,2002,32,Midwest,2,Oregon,P12,92,7,Wake Forest,ACC,87,
1113,16-Mar-02,2002,32,West,3,Arizona,P12,68,11,Wyoming,MWC,60,
1114,17-Mar-02,2002,32,South,3,Pittsburgh,ACC,63,6,California,P12,50,
1115,17-Mar-02,2002,32,West,8,UCLA,P12,105,1,Cincinnati,Amer,101,2 OT
1116,17-Mar-02,2002,32,Midwest,4,Illinois,B10,72,12,Creighton,BE,60,
1117,17-Mar-02,2002,32,East,11,Southern Illinois,MVC,77,3,Georgia,SEC,75,
1118,17-Mar-02,2002,32,Midwest,6,Texas,B12,68,3,Mississippi St.,SEC,64,
1119,17-Mar-02,2002,32,East,2,Connecticut,Amer,77,7,North Carolina St.,ACC,74,
1120,17-Mar-02,2002,32,East,1,Maryland,B10,87,8,Wisconsin,B10,57,
1121,17-Mar-02,2002,32,West,2,Oklahoma,B12,78,7,Xavier,BE,65,
1122,21-Mar-02,2002,16,West,2,Oklahoma,B12,88,3,Arizona,P12,67,
1123,21-Mar-02,2002,16,South,5,Indiana,B10,74,1,Duke,ACC,73,
1124,21-Mar-02,2002,16,South,10,Kent St.,MAC,78,3,Pittsburgh,ACC,73,
1125,21-Mar-02,2002,16,West,12,Missouri,SEC,82,8,UCLA,P12,73,
1126,22-Mar-02,2002,16,Midwest,1,Kansas,B12,73,4,Illinois,B10,69,
1127,22-Mar-02,2002,16,East,1,Maryland,B10,78,4,Kentucky,SEC,68,
1128,22-Mar-02,2002,16,East,2,Connecticut,Amer,71,11,Southern Illinois,MVC,59,
1129,22-Mar-02,2002,16,Midwest,2,Oregon,P12,72,6,Texas,B12,70,
1130,23-Mar-02,2002,8,South,5,Indiana,B10,81,10,Kent St.,MAC,69,
1131,23-Mar-02,2002,8,West,2,Oklahoma,B12,81,12,Missouri,SEC,75,
1132,24-Mar-02,2002,8,East,1,Maryland,B10,90,2,Connecticut,Amer,82,
1133,24-Mar-02,2002,8,Midwest,1,Kansas,B12,104,2,Oregon,P12,86,
1134,30-Mar-02,2002,4,Final Four,1,Maryland,B10,97,1,Kansas,B12,88,
1135,30-Mar-02,2002,4,Final Four,5,Indiana,B10,73,2,Oklahoma,B12,64,
1136,1-Apr-02,2002,Champ,Championship,1,Maryland,B10,64,5,Indiana,B10,52,
1137,18-Mar-03,2003,Play-in,South,16,UNC Asheville,BSth,92,16,Texas Southern,SWAC,84,1 OT
1138,20-Mar-03,2003,64,South,5,Connecticut,Amer,58,12,BYU,WCC,53,
1139,20-Mar-03,2003,64,West,9,Gonzaga,WCC,74,8,Cincinnati,Amer,69,
1140,20-Mar-03,2003,64,West,3,Duke,ACC,67,14,Colorado St.,MWC,57,
1141,20-Mar-03,2003,64,West,11,Central Michigan,MAC,79,6,Creighton,BE,73,
1142,20-Mar-03,2003,64,Midwest,13,Tulsa,Amer,84,4,Dayton,A10,71,
1143,20-Mar-03,2003,64,Midwest,3,Marquette,BE,72,14,Holy Cross,Pat,68,
1144,20-Mar-03,2003,64,West,10,Arizona St.,P12,84,7,Memphis,Amer,71,
1145,20-Mar-03,2003,64,West,5,Notre Dame,ACC,70,12,Milwaukee,Horz,69,
1146,20-Mar-03,2003,64,East,8,California,P12,76,9,North Carolina St.,ACC,74,1 OT
1147,20-Mar-03,2003,64,South,4,Stanford,P12,77,13,San Diego,WCC,69,
1148,20-Mar-03,2003,64,East,1,Oklahoma,B12,71,16,South Carolina St.,MEAC,54,
1149,20-Mar-03,2003,64,Midwest,6,Missouri,SEC,72,11,Southern Illinois,MVC,71,
1150,20-Mar-03,2003,64,West,2,Kansas,B12,64,15,Utah St.,MWC,61,
1151,20-Mar-03,2003,64,West,1,Arizona,P12,80,16,Vermont,AE,51,
1152,20-Mar-03,2003,64,Midwest,5,Wisconsin,B10,81,12,Weber St.,BSky,74,
1153,20-Mar-03,2003,64,West,4,Illinois,B10,65,13,Western Kentucky,CUSA,60,
1154,21-Mar-03,2003,64,Midwest,7,Indiana,B10,67,10,Alabama,SEC,62,
1155,21-Mar-03,2003,64,East,4,Louisville,ACC,86,13,Austin Peay,OVC,64,
1156,21-Mar-03,2003,64,South,7,Michigan St.,B10,79,10,Colorado,P12,64,
1157,21-Mar-03,2003,64,East,2,Wake Forest,ACC,76,15,East Tennessee St.,SC,73,
1158,21-Mar-03,2003,64,Midwest,1,Kentucky,SEC,95,16,IUPUI,Sum,64,
1159,21-Mar-03,2003,64,South,9,Purdue,B10,80,8,LSU,SEC,56,
1160,21-Mar-03,2003,64,East,3,Syracuse,ACC,76,14,Manhattan,MAAC,65,
1161,21-Mar-03,2003,64,East,12,Butler,BE,47,5,Mississippi St.,SEC,46,
1162,21-Mar-03,2003,64,Midwest,9,Utah,P12,60,8,Oregon,P12,58,
1163,21-Mar-03,2003,64,East,6,Oklahoma St.,B12,77,11,Penn,Ivy,63,
1164,21-Mar-03,2003,64,East,10,Auburn,SEC,65,7,Saint Joseph's,A10,63,1 OT
1165,21-Mar-03,2003,64,South,2,Florida,SEC,85,15,Sam Houston St.,Slnd,55,
1166,21-Mar-03,2003,64,South,3,Xavier,BE,71,14,Troy,SB,59,
1167,21-Mar-03,2003,64,South,1,Texas,B12,82,16,UNC Asheville,BSth,61,
1168,21-Mar-03,2003,64,South,6,Maryland,B10,75,11,UNC Wilmington,CAA,73,
1169,21-Mar-03,2003,64,Midwest,2,Pittsburgh,ACC,87,15,Wagner,NEC,61,
1170,22-Mar-03,2003,32,West,2,Kansas,B12,108,10,Arizona St.,P12,76,
1171,22-Mar-03,2003,32,East,1,Oklahoma,B12,74,8,California,P12,65,
1172,22-Mar-03,2003,32,West,3,Duke,ACC,86,11,Central Michigan,MAC,60,
1173,22-Mar-03,2003,32,West,1,Arizona,P12,96,9,Gonzaga,WCC,95,2 OT
1174,22-Mar-03,2003,32,West,5,Notre Dame,ACC,68,4,Illinois,B10,60,
1175,22-Mar-03,2003,32,Midwest,3,Marquette,BE,101,6,Missouri,SEC,92,1 OT
1176,22-Mar-03,2003,32,South,5,Connecticut,Amer,85,4,Stanford,P12,74,
1177,22-Mar-03,2003,32,Midwest,5,Wisconsin,B10,61,13,Tulsa,Amer,60,
1178,23-Mar-03,2003,32,South,7,Michigan St.,B10,68,2,Florida,SEC,46,
1179,23-Mar-03,2003,32,Midwest,2,Pittsburgh,ACC,74,7,Indiana,B10,52,
1180,23-Mar-03,2003,32,East,12,Butler,BE,79,4,Louisville,ACC,71,
1181,23-Mar-03,2003,32,East,3,Syracuse,ACC,68,6,Oklahoma St.,B12,56,
1182,23-Mar-03,2003,32,South,1,Texas,B12,77,9,Purdue,B10,67,
1183,23-Mar-03,2003,32,Midwest,1,Kentucky,SEC,74,9,Utah,P12,54,
1184,23-Mar-03,2003,32,East,10,Auburn,SEC,68,2,Wake Forest,ACC,62,
1185,23-Mar-03,2003,32,South,6,Maryland,B10,77,3,Xavier,BE,64,
1186,27-Mar-03,2003,16,West,2,Kansas,B12,69,3,Duke,ACC,65,
1187,27-Mar-03,2003,16,West,1,Arizona,P12,88,5,Notre Dame,ACC,71,
1188,27-Mar-03,2003,16,Midwest,3,Marquette,BE,77,2,Pittsburgh,ACC,74,
1189,27-Mar-03,2003,16,Midwest,1,Kentucky,SEC,63,5,Wisconsin,B10,57,
1190,28-Mar-03,2003,16,East,3,Syracuse,ACC,79,10,Auburn,SEC,78,
