"","X","year","released","name","company","country","rating","genre","budget","gross","Budget2017","Gross2017","Profit2017","runtime","votes","score","director","star","writer"
"6090",6393,2015,"2016-02-19","The Witch","Parts and Labor","USA","R","Horror",3.5,25.138292,3.605,25.89244076,22.28744076,92,111384,6.8,"Robert Eggers","Anya Taylor-Joy","Robert Eggers"
"6091",6394,2015,"2016-01-22","La habitación","Element Pictures","Ireland","R","Drama",13,14.677654,13.39,15.11798362,1.72798362,118,241695,8.2,"Lenny Abrahamson","Brie Larson","Emma Donoghue"
"6092",6395,2015,"2015-03-13","Cinderella","Allison Shearmur Productions","USA","PG","Drama",95,201.151353,97.85,207.18589359,109.33589359,105,121576,7,"Kenneth Branagh","Lily James","Chris Weitz"
"6093",6396,2015,"2015-12-23","The Big Short","Plan B Entertainment","USA","R","Biography",28,70.25987,28.84,72.3676661,43.5276661,130,260244,7.8,"Adam McKay","Christian Bale","Charles Randolph"
"6094",6397,2015,"2015-11-20","Legend","Cross Creek Pictures","UK","R","Biography",30,1.872994,30.9,1.92918382,-28.97081618,132,115765,7,"Brian Helgeland","Tom Hardy","Brian Helgeland"
"6095",6398,2015,"2015-06-05","Spy","Twentieth Century Fox Film Corporation","USA","R","Action",65,110.825712,66.95,114.15048336,47.20048336,119,193925,7,"Paul Feig","Melissa McCarthy","Paul Feig"
"6096",6399,2015,"2015-05-01","Avengers: Age of Ultron","Marvel Studios","USA","PG-13","Action",250,459.005868,257.5,472.77604404,215.27604404,141,537832,7.4,"Joss Whedon","Robert Downey Jr.","Joss Whedon"
"6097",6400,2015,"2015-05-22","Tomorrowland","Walt Disney Pictures","USA","PG","Action",190,93.436322,195.7,96.23941166,-99.46058834,130,147385,6.5,"Brad Bird","George Clooney","Damon Lindelof"
"6098",6401,2015,"2015-08-14","The Man from U.N.C.L.E.","Warner Bros.","USA","PG-13","Action",75,45.445109,77.25,46.80846227,-30.44153773,116,212440,7.3,"Guy Ritchie","Henry Cavill","Guy Ritchie"
"6099",6402,2015,"2016-01-22","The Danish Girl","Working Title Films","UK","R","Biography",15,12.706393,15.45,13.08758479,-2.36241521,119,117432,7.1,"Tom Hooper","Eddie Redmayne","David Ebershoff"
"6100",6403,2015,"2015-06-19","Inside Out","Pixar Animation Studios","USA","PG","Animation",175,356.461711,180.25,367.15556233,186.90556233,95,439792,8.2,"Pete Docter","Amy Poehler","Pete Docter"
"6101",6404,2015,"2015-02-06","Jupiter Ascending","Warner Bros.","USA","PG-13","Action",176,47.387723,181.28,48.80935469,-132.47064531,127,153531,5.3,"Lana Wachowski","Channing Tatum","Lilly Wachowski"
"6102",6405,2015,"2015-10-09","Knock Knock","Black Bear Pictures","USA","R","Drama",2.5,0.036336,2.575,0.03742608,-2.53757392,99,56938,4.9,"Eli Roth","Keanu Reeves","Eli Roth"
"6103",6406,2015,"2015-11-20","Spotlight","Participant Media","USA","R","Crime",20,45.055776,20.6,46.40744928,25.80744928,128,287421,8.1,"Tom McCarthy","Mark Ruffalo","Josh Singer"
"6104",6407,2015,"2016-01-15","Carol","The Weinstein Company","UK","R","Drama",11.8,12.711491,12.154,13.09283573,0.93883573,118,81966,7.2,"Todd Haynes","Cate Blanchett","Phyllis Nagy"
"6105",6408,2015,"2015-07-31","Misión: imposible 5 - Nación secreta","Paramount Pictures","China","PG-13","Action",150,195.042377,154.5,200.89364831,46.39364831,131,265527,7.4,"Christopher McQuarrie","Tom Cruise","Christopher McQuarrie"
"6106",6409,2015,"2015-04-03","Furious 7","Universal Pictures","USA","PG-13","Action",190,353.00702,195.7,363.5972306,167.8972306,137,309837,7.2,"James Wan","Vin Diesel","Chris Morgan"
"6107",6410,2015,"2015-10-16","La langosta","Film4","Greece","R","Comedy",0,8.699235,0,8.96021205,8.96021205,119,131840,7.1,"Yorgos Lanthimos","Colin Farrell","Yorgos Lanthimos"
"6108",6411,2015,"2015-05-15","Pitch Perfect 2","Brownstone Productions (II)","USA","PG-13","Comedy",29,184.29623,29.87,189.8251169,159.9551169,115,112447,6.4,"Elizabeth Banks","Anna Kendrick","Kay Cannon"
"6109",6412,2015,"2015-10-30","Burnt","3 Arts Entertainment","USA","R","Comedy",20,13.650738,20.6,14.06026014,-6.53973986,101,80803,6.6,"John Wells","Bradley Cooper","Steven Knight"
"6110",6413,2015,"2015-09-25","Everest","Working Title Films","UK","PG-13","Action",55,43.48227,56.65,44.7867381,-11.8632619,121,160640,7.1,"Baltasar Kormákur","Jason Clarke","William Nicholson"
"6111",6414,2015,"2015-07-17","Ant-Man","Gary Sanchez Productions","USA","PG-13","Action",130,180.202163,133.9,185.60822789,51.70822789,117,388417,7.3,"Peyton Reed","Paul Rudd","Edgar Wright"
"6112",6415,2015,"2015-08-14","Straight Outta Compton","Universal Pictures","USA","R","Biography",28,161.197785,28.84,166.03371855,137.19371855,147,146861,7.9,"F. Gary Gray","O'Shea Jackson Jr.","Jonathan Herman"
"6113",6416,2015,"2015-11-20","The Hunger Games: Mockingjay - Part 2","Color Force","USA","PG-13","Action",160,281.723902,164.8,290.17561906,125.37561906,137,212989,6.6,"Francis Lawrence","Jennifer Lawrence","Peter Craig"
"6114",6417,2015,"2015-09-11","The Visit","Blinding Edge Pictures","USA","PG-13","Horror",5,65.206105,5.15,67.16228815,62.01228815,94,86781,6.2,"M. Night Shyamalan","Olivia DeJonge","M. Night Shyamalan"
"6115",6418,2015,"2015-04-24","The Age of Adaline","Lakeshore Entertainment","USA","PG-13","Drama",25,42.478175,25.75,43.75252025,18.00252025,112,118727,7.2,"Lee Toland Krieger","Blake Lively","J. Mills Goodloe"
"6116",6419,2015,"2015-09-18","Black Mass","Cross Creek Pictures","USA","R","Biography",53,62.575678,54.59,64.45294834,9.86294834,123,140407,6.9,"Scott Cooper","Johnny Depp","Mark Mallouk"
"6117",6420,2015,"2015-10-16","Crimson Peak","Double Dare You (DDY)","USA","R","Drama",55,31.056945,56.65,31.98865335,-24.66134665,119,102529,6.5,"Guillermo del Toro","Mia Wasikowska","Guillermo del Toro"
"6118",6421,2015,"2015-07-24","Revancha","Escape Artists","Hong Kong","R","Drama",30,52.421953,30.9,53.99461159,23.09461159,124,176502,7.4,"Antoine Fuqua","Jake Gyllenhaal","Kurt Sutter"
"6119",6423,2015,"2015-10-29","The Dressmaker","Screen Australia","Australia","R","Comedy",0,2.021399,0,2.08204097,2.08204097,119,36647,7.1,"Jocelyn Moorhouse","Kate Winslet","Rosalie Ham"
"6120",6424,2015,"2015-11-25","Creed","Metro-Goldwyn-Mayer (MGM)","USA","PG-13","Drama",35,109.767581,36.05,113.06060843,77.01060843,133,182827,7.6,"Ryan Coogler","Michael B. Jordan","Ryan Coogler"
"6121",6425,2015,"2015-03-20","Insurgent","Summit Entertainment","USA","PG-13","Action",110,130.179072,113.3,134.08444416,20.78444416,119,178165,6.3,"Robert Schwentke","Shailene Woodley","Brian Duffield"
"6122",6426,2015,"2015-08-21","Hitman: Agent 47","Twentieth Century Fox Film Corporation","USA","R","Action",35,22.46443,36.05,23.1383629,-12.9116371,96,72970,5.7,"Aleksander Bach","Rupert Friend","Skip Woods"
"6123",6427,2015,"2015-02-20","The DUFF","CBS Films","USA","PG-13","Comedy",8.5,34.017854,8.755,35.03838962,26.28338962,101,60469,6.5,"Ari Sandel","Mae Whitman","Josh A. Cagan"
"6124",6428,2015,"2015-07-17","Esta chica es un desastre","Universal Pictures","Japan","R","Comedy",35,110.2127,36.05,113.519081,77.469081,125,110244,6.3,"Judd Apatow","Amy Schumer","Amy Schumer"
"6125",6429,2015,"2015-08-07","The Gift","Blumhouse Productions","USA","R","Drama",5,43.771291,5.15,45.08442973,39.93442973,108,103554,7.1,"Joel Edgerton","Jason Bateman","Joel Edgerton"
"6126",6430,2015,"2015-12-25","Punto de quiebre","Alcon Entertainment","China","PG-13","Action",105,28.782481,108.15,29.64595543,-78.50404457,114,46887,5.3,"Ericson Core","Edgar Ramírez","Kurt Wimmer"
"6127",6431,2015,"2015-09-25","Hotel Transylvania 2","Columbia Pictures","USA","PG","Animation",80,169.70011,82.4,174.7911133,92.3911133,89,73328,6.7,"Genndy Tartakovsky","Adam Sandler","Robert Smigel"
"6128",6432,2015,"2015-12-25","Daddy's Home","Paramount Pictures","USA","PG-13","Comedy",50,150.357137,51.5,154.86785111,103.36785111,96,72842,6.1,"Sean Anders","Will Ferrell","Brian Burns"
"6129",6433,2015,"2015-07-17","The Stanford Prison Experiment","Coup d'Etat Films","USA","R","Biography",0,0.643557,0,0.66286371,0.66286371,122,23757,6.9,"Kyle Patrick Alvarez","Ezra Miller","Tim Talbott"
"6130",6434,2015,"2015-10-16","Bridge of Spies","DreamWorks","USA","PG-13","Drama",40,72.313754,41.2,74.48316662,33.28316662,142,227862,7.6,"Steven Spielberg","Tom Hanks","Matt Charman"
"6131",6435,2015,"2015-10-23","Steve Jobs","Universal Pictures","UK","R","Biography",30,17.750583,30.9,18.28310049,-12.61689951,122,121579,7.2,"Danny Boyle","Michael Fassbender","Aaron Sorkin"
"6132",6436,2015,"2015-07-29","Vacation","BenderSpink","USA","R","Adventure",31,58.884188,31.93,60.65071364,28.72071364,99,77487,6.1,"John Francis Daley","Ed Helms","Jonathan Goldstein"
"6133",6437,2015,"2015-10-23","The Last Witch Hunter","Summit Entertainment","USA","PG-13","Action",90,27.36766,92.7,28.1886898,-64.5113102,106,74795,6,"Breck Eisner","Vin Diesel","Cory Goodman"
"6134",6438,2015,"2015-08-07","Fantastic Four","Twentieth Century Fox Film Corporation","USA","PG-13","Action",120,56.117548,123.6,57.80107444,-65.79892556,100,125934,4.3,"Josh Trank","Miles Teller","Jeremy Slater"
"6135",6439,2015,"2015-02-27","Focus","Kramer & Sigman Films","USA","R","Comedy",50.1,53.862963,51.603,55.47885189,3.87585189,105,171771,6.6,"Glenn Ficarra","Will Smith","Glenn Ficarra"
"6136",6440,2015,"2015-09-25","The Intern","Waverly Films","USA","PG-13","Comedy",35,75.764672,36.05,78.03761216,41.98761216,121,166416,7.1,"Nancy Meyers","Robert De Niro","Nancy Meyers"
"6137",6441,2015,"2015-03-06","Chappie","Columbia Pictures","South Africa","R","Action",49,31.569268,50.47,32.51634604,-17.95365396,120,194639,6.9,"Neill Blomkamp","Sharlto Copley","Neill Blomkamp"
"6138",6442,2015,"2015-11-25","Brooklyn","Wildgaze Films","UK","PG-13","Drama",11,38.317535,11.33,39.46706105,28.13706105,117,99195,7.5,"John Crowley","Saoirse Ronan","Nick Hornby"
"6139",6443,2015,"2015-07-10","Minions","Illumination Entertainment","USA","PG","Animation",74,336.04577,76.22,346.1271431,269.9071431,91,169228,6.4,"Kyle Balda","Sandra Bullock","Brian Lynch"
"6140",6444,2015,"2015-05-29","Aloha","Columbia Pictures","USA","PG-13","Comedy",37,20.991497,38.11,21.62124191,-16.48875809,105,46828,5.4,"Cameron Crowe","Bradley Cooper","Cameron Crowe"
"6141",6445,2015,"2016-04-08","Demolition","Black Label Media","USA","R","Comedy",10,1.978592,10.3,2.03794976,-8.26205024,101,64109,7,"Jean-Marc Vallée","Jake Gyllenhaal","Bryan Sipe"
"6142",6446,2015,"2015-07-01","Magic Mike XXL","Warner Bros.","USA","R","Comedy",14.8,66.013057,15.244,67.99344871,52.74944871,115,44006,5.6,"Gregory Jacobs","Channing Tatum","Reid Carolin"
"6143",6447,2015,"2016-05-13","Green Room","Broad Green Pictures","USA","R","Crime",5,3.219029,5.15,3.31559987,-1.83440013,95,69349,7,"Jeremy Saulnier","Anton Yelchin","Jeremy Saulnier"
"6144",6448,2015,"2015-04-10","The Longest Ride","Fox 2000 Pictures","USA","PG-13","Drama",34,37.432299,35.02,38.55526797,3.53526797,123,61182,7.1,"George Tillman Jr.","Scott Eastwood","Nicholas Sparks"
"6145",6449,2015,"2015-12-11","In the Heart of the Sea","Warner Bros.","USA","PG-13","Action",100,25.020758,103,25.77138074,-77.22861926,122,94603,6.9,"Ron Howard","Chris Hemsworth","Charles Leavitt"
"6146",6450,2015,"2015-12-25","Joy","Fox 2000 Pictures","USA","PG-13","Biography",60,56.451232,61.8,58.14476896,-3.65523104,124,102242,6.6,"David O. Russell","Jennifer Lawrence","David O. Russell"
"6147",6451,2015,"2015-07-24","Pixels","Columbia Pictures","USA","PG-13","Action",88,78.747585,90.64,81.11001255,-9.52998745,105,106004,5.6,"Chris Columbus","Adam Sandler","Tim Herlihy"
"6148",6452,2015,"2015-07-24","Paper Towns","Fox 2000 Pictures","USA","PG-13","Drama",12,32.000304,12.36,32.96031312,20.60031312,109,76635,6.3,"Jake Schreier","Nat Wolff","Scott Neustadter"
"6149",6453,2015,"2015-12-25","Concussion","Cantillon Company, The","UK","PG-13","Biography",35,34.531832,36.05,35.56778696,-0.482213039999999,123,64629,7.1,"Peter Landesman","Will Smith","Peter Landesman"
"6150",6454,2015,"2015-03-27","Get Hard","Gary Sanchez Productions","USA","R","Comedy",40,90.411453,41.2,93.12379659,51.92379659,100,98662,6,"Etan Cohen","Will Ferrell","Jay Martel"
"6151",6455,2015,"2015-06-26","Ted 2","Universal Pictures","USA","R","Comedy",68,81.476385,70.04,83.92067655,13.88067655,115,143077,6.3,"Seth MacFarlane","Mark Wahlberg","Seth MacFarlane"
"6152",6456,2015,"2015-08-28","The Diary of a Teenage Girl","Caviar","USA","R","Drama",2,1.477002,2.06,1.52131206,-0.53868794,102,22916,6.9,"Marielle Heller","Bel Powley","Phoebe Gloeckner"
"6153",6457,2015,"2015-10-16","Goosebumps","Columbia Pictures","USA","PG","Adventure",58,80.080379,59.74,82.48279037,22.74279037,103,59906,6.3,"Rob Letterman","Jack Black","Darren Lemke"
"6154",6458,2015,"2016-04-08","Hardcore: Misión extrema","Bazelevs Production","Russia","R","Action",2,9.244565,2.06,9.52190195,7.46190195,96,65051,6.7,"Ilya Naishuller","Sharlto Copley","Ilya Naishuller"
"6155",6459,2015,"2015-12-04","Youth","Indigo Film","Italy","R","Comedy",0,2.698509,0,2.77946427,2.77946427,124,55177,7.3,"Paolo Sorrentino","Michael Caine","Paolo Sorrentino"
"6156",6460,2015,"2015-10-30","Scouts Guide to the Zombie Apocalypse","Broken Road Productions","USA","R","Action",15,3.635292,15.45,3.74435076,-11.70564924,93,33629,6.3,"Christopher Landon","Tye Sheridan","Carrie Lee Wilson"
"6157",6461,2015,"2015-04-24","Crimenes ocultos","Worldview Entertainment","Czech Republic","R","Crime",50,1.206135,51.5,1.24231905,-50.25768095,137,50379,6.5,"Daniel Espinosa","Tom Hardy","Richard Price"
"6158",6462,2015,"2015-10-09","Pan","Warner Bros.","USA","PG","Adventure",150,35.08832,154.5,36.1409696,-118.3590304,111,49650,5.8,"Joe Wright","Levi Miller","Jason Fuchs"
"6159",6463,2015,"2015-12-11","Macbeth","See-Saw Films","UK","R","Drama",15,1.108247,15.45,1.14149441,-14.30850559,113,43481,6.7,"Justin Kurzel","Michael Fassbender","Todd Louiso"
"6160",6464,2015,"2016-03-04","Knight of Cups","Dogwood Films","USA","R","Drama",0,0.558402,0,0.57515406,0.57515406,118,18771,5.7,"Terrence Malick","Christian Bale","Terrence Malick"
"6161",6465,2015,"2015-06-05","La noche del demonio: Capitulo 3","Gramercy Pictures (I)","Canada","PG-13","Horror",10,52.218558,10.3,53.78511474,43.48511474,97,67298,6.1,"Leigh Whannell","Dermot Mulroney","Leigh Whannell"
"6162",6466,2015,"2017-05-26","Bajo la arena","Nordisk Film","Denmark","R","Drama",0,0.43464,0,0.4476792,0.4476792,100,17582,7.8,"Martin Zandvliet","Roland Møller","Martin Zandvliet"
"6163",6467,2015,"2015-08-26","No Escape","Bold Films","USA","R","Action",16.2,27.285953,16.686,28.10453159,11.41853159,103,61262,6.8,"John Erick Dowdle","Lake Bell","John Erick Dowdle"
"6164",6468,2015,"2015-07-10","Self/less","Endgame Entertainment","USA","PG-13","Action",26,12.27681,26.78,12.6451143,-14.1348857,117,70564,6.5,"Tarsem Singh","Ryan Reynolds","Àlex Pastor"
"6165",6469,2015,"2016-04-08","Mr. Right","Amasia Entertainment","USA","R","Action",8,0.025369,8.24,0.02613007,-8.21386993,95,33496,6.3,"Paco Cabezas","Anna Kendrick","Max Landis"
"6166",6470,2015,"2015-08-12","Sleeping with Other People","Gloria Sanchez Productions","USA","R","Comedy",0,0.814775,0,0.83921825,0.83921825,101,29326,6.5,"Leslye Headland","Jason Sudeikis","Leslye Headland"
"6167",6471,2015,"2016-09-30","Un hombre gruñón","Tre Vänner Produktion AB","Sweden","PG-13","Comedy",0,3.358518,0,3.45927354,3.45927354,116,25808,7.7,"Hannes Holm","Rolf Lassgård","Hannes Holm"
"6168",6472,2015,"2015-11-20","Secret in Their Eyes","IM Global","USA","PG-13","Crime",19.5,20.180155,20.085,20.78555965,0.700559650000002,111,29254,6.2,"Billy Ray","Chiwetel Ejiofor","Billy Ray"
"6169",6473,2015,"2015-11-20","The Night Before","Columbia Pictures","USA","R","Adventure",25,43.035725,25.75,44.32679675,18.57679675,101,45947,6.4,"Jonathan Levine","Joseph Gordon-Levitt","Jonathan Levine"
"6170",6474,2015,"2015-11-25","The Good Dinosaur","Pixar Animation Studios","USA","PG","Animation",200,123.08712,206,126.7797336,-79.2202664,93,80711,6.7,"Peter Sohn","Jeffrey Wright","Bob Peterson"
"6171",6475,2015,"2015-10-02","Regression","Mod Producciones","Spain","R","Crime",0,0.054734,0,0.05637602,0.05637602,106,28090,5.7,"Alejandro Amenábar","Ethan Hawke","Alejandro Amenábar"
"6172",6476,2015,"2015-03-27","Home","DreamWorks Animation","USA","PG","Animation",135,177.39751,139.05,182.7194353,43.6694353,94,79374,6.7,"Tim Johnson","Jim Parsons","Tom J. Astle"
"6173",6477,2015,"2015-10-09","The Walk","Sony Pictures Entertainment (SPE)","USA","PG","Adventure",35,10.137502,36.05,10.44162706,-25.60837294,123,97203,7.3,"Robert Zemeckis","Joseph Gordon-Levitt","Robert Zemeckis"
"6174",6478,2015,"2015-11-25","Victor Frankenstein","Davis Entertainment","USA","PG-13","Drama",40,5.775076,41.2,5.94832828,-35.25167172,110,40525,6,"Paul McGuigan","Daniel Radcliffe","Max Landis"
"6175",6479,2015,"2017-02-16","The Blackcoat's Daughter","Paris Film","Canada","R","Horror",0,0.01998,0,0.0205794,0.0205794,93,6768,5.8,"Oz Perkins","Emma Roberts","Oz Perkins"
"6176",6480,2015,"2015-12-04","Krampus","Legendary Entertainment","USA","PG-13","Comedy",15,42.59253,15.45,43.8703059,28.4203059,98,44393,6.2,"Michael Dougherty","Adam Scott","Todd Casey"
"6177",6481,2015,"2015-07-01","Me and Earl and the Dying Girl","Indian Paintbrush","USA","PG-13","Comedy",8,6.743776,8.24,6.94608928,-1.29391072,105,96689,7.8,"Alfonso Gomez-Rejon","Thomas Mann","Jesse Andrews"
"6178",6482,2015,"2016-04-28","High-Rise","HanWay Films","UK","R","Drama",0,0.343139,0,0.35343317,0.35343317,119,28067,5.7,"Ben Wheatley","Tom Hiddleston","Amy Jump"
"6179",6483,2015,"2016-01-29","Jane Got a Gun","1821 Pictures","USA","R","Action",25,1.512815,25.75,1.55819945,-24.19180055,98,15689,5.9,"Gavin O'Connor","Natalie Portman","Brian Duffield"
"6180",6484,2015,"2015-09-04","El transportador recargado","EuropaCorp","France","PG-13","Action",25,16.027866,25.75,16.50870198,-9.24129802,96,32420,5.1,"Camille Delamarre","Ed Skrein","Adam Cooper"
"6181",6485,2015,"2015-06-03","Entourage","Warner Bros.","USA","R","Comedy",30,32.361416,30.9,33.33225848,2.43225848,104,66336,6.6,"Doug Ellin","Adrian Grenier","Doug Ellin"
"6182",6486,2015,"2015-06-19","Dope","Forest Whitaker's Significant Productions","USA","R","Comedy",7,17.474107,7.21,17.99833021,10.78833021,103,69552,7.3,"Rick Famuyiwa","Shameik Moore","Rick Famuyiwa"
"6183",6487,2015,"2015-03-13","Run All Night","Warner Bros.","USA","R","Action",50,26.442251,51.5,27.23551853,-24.26448147,114,85225,6.6,"Jaume Collet-Serra","Liam Neeson","Brad Ingelsby"
"6184",6488,2015,"2015-04-17","True Story","Regency Enterprises","USA","R","Crime",0,4.715819,0,4.85729357,4.85729357,99,44237,6.3,"Rupert Goold","James Franco","Rupert Goold"
"6185",6489,2015,"2016-05-13","A Bigger Splash","Frenesy Film Company","Italy","R","Drama",0,1.982505,0,2.04198015,2.04198015,125,16900,6.4,"Luca Guadagnino","Tilda Swinton","David Kajganich"
"6186",6490,2015,"2015-05-22","Far from the Madding Crowd","Fox Searchlight Pictures","UK","PG-13","Drama",0,12.229314,0,12.59619342,12.59619342,119,36196,7.1,"Thomas Vinterberg","Carey Mulligan","Thomas Hardy"
"6187",6491,2015,"2016-01-01","Frente al mar","Universal Pictures","France","R","Drama",10,0.531009,10.3,0.54693927,-9.75306073,122,13055,5.2,"Angelina Jolie","Brad Pitt","Angelina Jolie"
"6188",6492,2015,"2016-04-01","Eye in the Sky","Raindog Films","UK","R","Drama",13,18.700837,13.39,19.26186211,5.87186211,102,61722,7.3,"Gavin Hood","Helen Mirren","Guy Hibbert"
"6189",6493,2015,"2016-05-26","Equals","Freedom Media","USA","PG-13","Drama",16,0.032095,16.48,0.03305785,-16.44694215,101,18681,6,"Drake Doremus","Nicholas Hoult","Nathan Parker"
"6190",6494,2015,"2015-01-16","The Wedding Ringer","LStar Capital","USA","R","Comedy",23,64.460211,23.69,66.39401733,42.70401733,101,60737,6.7,"Jeremy Garelick","Kevin Hart","Jeremy Garelick"
"6191",6495,2015,"2016-04-29","The Man Who Knew Infinity","Edward R. Pressman Film","UK","PG-13","Biography",0,3.866794,0,3.98279782,3.98279782,108,33630,7.2,"Matt Brown","Dev Patel","Matt Brown"
"6192",6496,2015,"2015-08-28","We Are Your Friends","StudioCanal","UK","R","Drama",2,3.59001,2.06,3.6977103,1.6377103,96,27695,6.2,"Max Joseph","Zac Efron","Max Joseph"
"6193",6498,2015,"2015-12-18","Sisters","Little Stranger","USA","R","Comedy",30,87.044645,30.9,89.65598435,58.75598435,118,52137,6,"Jason Moore","Amy Poehler","Paula Pell"
"6194",6499,2015,"2016-04-22","Tale of Tales","Archimede","Italy","R","Drama",0,0.080809,0,0.08323327,0.08323327,134,18674,6.4,"Matteo Garrone","Salma Hayek","Giambattista Basile"
"6195",6500,2015,"2015-08-21","American Ultra","PalmStar Media","USA","R","Action",28,14.434604,28.84,14.86764212,-13.97235788,100,67391,6.1,"Nima Nourizadeh","Jesse Eisenberg","Max Landis"
"6196",6501,2015,"2015-04-10","Woman in Gold","Origin Pictures","UK","PG-13","Biography",11,33.305037,11.33,34.30418811,22.97418811,109,42052,7.3,"Simon Curtis","Helen Mirren","Alexi Kaye Campbell"
"6197",6502,2015,"2016-07-29","Into the Forest","Rhombus Media","Canada","R","Drama",0,0.006438,0,0.00663114,0.00663114,101,11816,5.9,"Patricia Rozema","Ellen Page","Patricia Rozema"
"6198",6503,2015,"2016-02-05","Anomalisa","Harmonius Claptrap","USA","R","Animation",8,3.44282,8.24,3.5461046,-4.6938954,90,47499,7.2,"Duke Johnson","David Thewlis","Charlie Kaufman"
"6199",6504,2015,"2015-01-30","Project Almanac","Insurge Pictures","USA","PG-13","Sci-Fi",12,22.331028,12.36,23.00095884,10.64095884,106,65169,6.4,"Dean Israelite","Amy Landecker","Jason Pagan"
"6200",6505,2015,"2015-08-07","Irrational Man","Gravier Productions","USA","R","Comedy",11,4.027764,11.33,4.14859692,-7.18140308,95,42507,6.6,"Woody Allen","Joaquin Phoenix","Woody Allen"
"6201",6506,2015,"2015-03-20","The Gunman","StudioCanal","USA","R","Action",40,10.640645,41.2,10.95986435,-30.24013565,115,32345,5.8,"Pierre Morel","Sean Penn","Jean-Patrick Manchette"
"6202",6507,2015,"2015-01-23","The Boy Next Door","Universal Pictures","USA","R","Mystery",4,35.38556,4.12,36.4471268,32.3271268,91,31057,4.7,"Rob Cohen","Jennifer Lopez","Barbara Curry"
"6203",6508,2015,"2016-07-29","La última ola","Fantefilm","Norway","R","Action",0,0.176637,0,0.18193611,0.18193611,105,20509,6.7,"Roar Uthaug","Kristoffer Joner","John Kåre Raake"
"6204",6509,2015,"2015-01-23","Mortdecai","OddLot Entertainment","UK","R","Action",60,7.605668,61.8,7.83383804,-53.96616196,107,54191,5.5,"David Koepp","Johnny Depp","Eric Aronson"
"6205",6510,2015,"2015-11-27","Trumbo","Bleecker Street Films","USA","R","Biography",15,7.857741,15.45,8.09347323,-7.35652677,124,60593,7.5,"Jay Roach","Bryan Cranston","John McNamara"
"6206",6511,2015,"2015-08-21","Sinister 2","Entertainment One","USA","R","Horror",10,27.736779,10.3,28.56888237,18.26888237,97,33723,5.3,"Ciarán Foy","James Ransone","Scott Derrickson"
"6207",6512,2015,"2016-08-05","El principito","Onyx Films","France","PG","Animation",81.2,1.339152,83.636,1.37932656,-82.25667344,108,41751,7.8,"Mark Osborne","Jeff Bridges","Irena Brignull"
"6208",6513,2015,"2016-03-18","The Bronze","Duplass Brothers Productions","USA","R","Comedy",3.5,0.615654,3.605,0.63412362,-2.97087638,100,7520,6,"Bryan Buckley","Melissa Rauch","Melissa Rauch"
"6209",6514,2015,"2015-05-22","Poltergeist","Fox 2000 Pictures","USA","PG-13","Horror",35,47.425125,36.05,48.84787875,12.79787875,93,47376,4.9,"Gil Kenan","Sam Rockwell","David Lindsay-Abaire"
"6210",6515,2015,"2015-09-02","A Walk in the Woods","Route One Entertainment","USA","R","Adventure",8,29.467855,8.24,30.35189065,22.11189065,104,18661,6.3,"Ken Kwapis","Robert Redford","Michael Arndt"
"6211",6516,2015,"2015-11-13","Los 33","Alcon Entertainment","Chile","PG-13","Biography",26,12.188642,26.78,12.55430126,-14.22569874,127,27925,6.9,"Patricia Riggen","Antonio Banderas","Mikko Alanne"
"6212",6517,2015,"2015-02-06","The SpongeBob Movie: Sponge Out of Water","Paramount Animation","USA","PG","Animation",74,162.994032,76.22,167.88385296,91.66385296,92,38659,6,"Paul Tibbitt","Tom Kenny","Glenn Berger"
"6213",6518,2015,"2016-08-26","The Sea of Trees","Bloom","USA","PG-13","Drama",25,0.020083,25.75,0.02068549,-25.72931451,110,8519,5.9,"Gus Van Sant","Matthew McConaughey","Chris Sparling"
"6214",6519,2015,"2015-07-10","Tangerine","Duplass Brothers Productions","USA","R","Comedy",0.1,0.701837,0.103,0.72289211,0.61989211,88,16597,7,"Sean Baker","Kitana Kiki Rodriguez","Sean Baker"
"6215",6520,2015,"2015-01-16","Blackhat","Forward Pass","USA","R","Crime",70,7.097125,72.1,7.31003875,-64.78996125,133,44249,5.4,"Michael Mann","Chris Hemsworth","Morgan Davis Foehl"
"6216",6521,2015,"2016-03-30","Born to Be Blue","New Real Films","Canada","R","Biography",0,0.667476,0,0.68750028,0.68750028,97,5113,6.9,"Robert Budreau","Ethan Hawke","Robert Budreau"
"6217",6522,2015,"2015-12-18","Alvin and the Chipmunks: The Road Chip","Fox 2000 Pictures","USA","PG","Animation",90,85.886987,92.7,88.46359661,-4.23640339,100,12069,5.1,"Walt Becker","Jason Lee","Ross Bagdasarian"
"6218",6523,2015,"2016-06-10","Blackway","Enderby Entertainment","USA","R","Thriller",8,0.016458,8.24,0.01695174,-8.22304826,90,4931,5.2,"Daniel Alfredson","Anthony Hopkins","Castle Freeman Jr."
"6219",6524,2015,"2015-06-19","The Overnight","Duplass Brothers Productions","USA","R","Comedy",0,1.1,0,1.133,1.133,79,12642,6.1,"Patrick Brice","Adam Scott","Patrick Brice"
"6220",6525,2015,"2016-04-01","Hello, My Name Is Doris","Red Crown Productions","USA","R","Comedy",1,14.443077,1.03,14.87636931,13.84636931,90,14007,6.7,"Michael Showalter","Sally Field","Laura Terruso"
